头部血管治疗性超声	0.01001
颅骨活检术	1.15001
神经内镜检查术	1.18002
颅静脉窦切开修补术	1.21001
颅内神经电刺激器去除术	1.22001
颅骨原切口再切开术	1.23001
开颅探查术	1.24005
颅骨切除减压术	1.24006
颅骨钻孔减压术	1.24007
颅内脓肿引流术	1.24009
硬脑膜外血肿清除术	1.24013
硬脑膜外脓肿清除术	1.24014
颅骨切开异物取出术	1.24017
硬脑膜切开术	1.24018
硬脑膜外切开引流术	1.24019
颅骨钻孔探查术	1.24021
颅骨部分切除术	1.25002
颅骨清创术	1.25003
颅骨死骨切除术	1.25004
茎突截除术	1.25007
颞骨部分切除术	1.25008
脑膜切开伴蛛网膜下腔血肿引流术	1.31002
脑膜切开伴硬脑膜下脓肿引流术	1.31003
脑膜切开伴硬脑膜下腔血肿清除术	1.31004
脑膜切开伴蛛网膜下腔脓肿引流术	1.31005
硬脑膜下钻孔引流术	1.31008
脑叶切开术	1.32002
脑神经束切断术	1.32003
经皮扣带回切断术	1.32004
脑胼胝体切开术	1.32005
延髓束切断术	1.32006
脑膜切开引流术	1.39001
脑白质切开术	1.39002
颅内血肿硬通道穿刺引流术	1.39003
脑内异物取出术	1.39004
脑切开术	1.39007
脑室切开引流术	1.39008
脑内血肿清除术	1.39009
杏仁核海马切开术	1.3901
经颞叶脑内血肿清除术	1.39011
经外侧裂脑内血肿清除术	1.39012
立体定向颅内血肿穿刺引流术	1.39013
神经内镜下脑内血肿引流术	1.39014
脑室钻孔引流术	1.39015
脑脓肿穿刺引流术	1.39016
丘脑化学破坏术	1.41001
丘脑切开术	1.41002
丘脑射频治疗术	1.41003
苍白球切开术	1.42001
苍白球射频毁损术	1.42002
开颅蛛网膜剥离术	1.51001
脑膜病损切除术	1.51002
蛛网膜病损切除术	1.51004
大脑镰脑膜病损切除术	1.51006
小脑幕脑膜病损切除术	1.51007
大脑半球切除术	1.52001
额叶切除术	1.53001
颞叶切除术	1.53003
鞍区病损切除术	1.59001
侧脑室病损切除术	1.59002
大脑病损切除术	1.59003
大脑清创术	1.59004
第三脑室病损切除术	1.59005
第四脑室病损切除术	1.59006
顶叶病损切除术	1.59007
额叶病损切除术	1.59008
海绵窦病损切除术	1.59009
经蝶窦脑病损切除术	1.5901
经顶脑病损切除术	1.59012
经额脑病损切除术	1.59013
经颞脑病损切除术	1.59014
经翼点脑病损切除术	1.59016
经枕脑病损切除术	1.59017
颅底病损切除术	1.59019
脑干病损切除术	1.5902
脑囊肿造袋术	1.59021
多个脑室病损切除术	1.59022
胼胝体病损切除术	1.59025
小脑半球病损切除术	1.59028
小脑蚓部病损切除术	1.59029
中颅窝病损切除术	1.5903
后颅窝病损切除术	1.59031
颈静脉孔病损切除术	1.59032
立体定向脑病损切除术	1.59033
斜坡病损切除术	1.59034
枕叶病损切除术	1.59035
海马杏仁核切除术	1.59036
大脑半球病损切除术	1.59037
大脑深部病损切除术	1.59038
岛叶病损切除术	1.59039
蝶鞍旁病损切除术	1.5904
额颞岛叶病损切除术	1.59041
小脑扁桃体部分切除术	1.59042
小脑病损切除术	1.59043
小脑桥脑角病损切除术	1.59044
颞叶病损切除术	1.59045
桥脑小脑角病损切除术	1.59046
丘脑病损切除术	1.59047
岩斜区病损切除术	1.59048
枕骨大孔区病损切除术	1.59049
神经内镜下脑室病损切除术	1.5905
颅骨病损切除术	01.6 001
颅骨肉芽肿切除术	01.6 002
颅缝切开术	2.01001
线形颅骨切除术	2.01002
条带状颅骨切除术	2.01003
颅骨骨折复位术	2.02001
颅骨骨折清创术	2.02003
颅骨骨瓣修补术	2.03001
颅骨骨移植术	2.04001
颅骨骨膜移植术	2.04003
颅骨钛板置入术	2.05002
颅骨硅橡胶板置入术	2.05004
颅骨有机玻璃板置入术	2.05005
颅骨修补术	2.06003
颅骨金属板去除术	2.07001
硬脑膜缝合术	2.11001
脑脊液鼻瘘修补术	2.12001
脑脊液耳瘘修补术	2.12005
脑脊液切口瘘修补术	2.12006
脑膜膨出修补术[还纳术]	2.12007
人工硬脑膜补片修补术	2.12009
神经内镜下经鼻腔脑脊液鼻漏修补术	2.1201
脑膜血管结扎术	2.13001
脉络丛切除术	2.14001
脉络丛烧灼术	2.14002
Ommaya囊置入术	2.21001
脑室导管置换术	2.21002
神经内镜下第三脑室底造瘘术	2.22001
脑室-脑池分流术	2.22002
脑室-蛛网膜下腔分流术	2.22003
脑室-小脑延髓池分流术[Torkildsen手术]	2.22004
脑室-静脉窦分流术	2.22005
脑室-鼻咽分流术	2.31001
脑室-乳突分流术	2.31002
脑室-颈外静脉分流术	2.32001
脑室-腔静脉分流术	2.32002
脑室-心房分流术	2.32003
脑室-胸腔分流术	2.33001
脑室-胆囊分流术	2.34001
脑室-腹腔分流术	2.34002
脑室-输尿管分流术	2.35001
脑室-骨髓分流术	2.39004
脑室分流管冲洗术	2.41001
脑室分流管探查术	2.41003
脑室分流管置换术	2.42002
脑室-腹腔分流管脑室端调整术	2.42003
脑室分流管修正术	2.42004
脑室分流管去除术	2.43001
大脑皮层粘连松解术	2.91001
颅内神经电刺激器置入术	2.93002
颅内神经电刺激器置换术	2.93003
颅钳插入术	2.94001
环状钳插入术	2.94002
颅钳置换术	2.94003
环状钳置换术	2.94004
颅钳牵引装置去除术	2.95001
环状钳牵引装置去除术	2.95002
蝶骨电极插入术	2.96001
导水管粘连松解术	2.99001
椎管内异物去除术	3.01001
椎管内病损切除术	3.01002
神经内镜下椎管内病损切除术	3.01003
椎管内外病损切除术	3.01004
椎管外神经根病损切除术	3.01005
椎板切除术部位再切开	3.02001
颈椎后路单开门椎管减压术	3.09003
颈椎后路双开门椎管减压术	3.09004
颈椎前路椎管减压术	3.09005
腰椎椎板切除减压术	3.09006
胸椎椎板切除减压术	3.09007
椎管成形术	3.09009
椎管减压术	3.0901
椎管钻孔减压术	3.09014
椎管探查术	3.09015
椎间孔切开术	3.09016
脊髓背根入髓区切开术	3.09018
脊髓后正中点状切开术	3.09019
脊髓神经根探查术	3.0902
颈椎椎间孔钻孔减压术	3.09021
椎管内神经根切断术	03.1 001
马尾神经切断术	03.1 003
经皮脊髓切断术	3.21001
立体定向脊髓切断术	3.21002
脊髓前外侧束切断术	3.29001
脊髓神经束切断术	3.29002
脊髓前连合切断术	3.29003
脊髓前连合切开术	3.29004
腰椎穿刺	3.31002
脊髓活检	3.32001
硬脊膜活检	3.32002
脊髓病损栓塞术	03.4 002
硬脊膜囊肿造袋术	03.4 003
硬脊膜切除术	03.4 004
脊髓脊膜病损电凝破坏术	03.4 007
脑脊膜膨出修补术	3.51003
脊髓脊膜膨出修补术	3.52001
脊髓外露修补术	3.52003
脊椎骨折复位术	3.53001
脊椎骨折修补术	3.53002
脊髓纵裂修补术	3.59003
脊柱裂修补术	3.59004
硬脊膜修补术	3.59005
脊髓蛛网膜粘连松解术	03.6 001
脊髓神经根粘连松解术	03.6 005
脊髓粘连松解术	03.6 007
脊髓终丝切断术	03.6 008
脊髓脊膜松解术	03.6 010
脊髓栓系松解术	03.6 011
脊髓蛛网膜下腔-腹腔分流术	3.71001
脊髓蛛网膜下腔-输尿管分流术	3.72001
脊髓-硬膜外分流术	3.79001
脊髓-蛛网膜下腔分流术	3.79002
椎管内注射无水酒精	03.8 002
连续硬膜外阻滞术	3.90001
椎管内置管止痛术	3.91002
椎管内止痛剂注入术	3.91004
椎管内注射封闭	3.92001
脊髓电刺激器置入术	3.93001
骶神经电刺激器取出术	3.94001
脊髓血块补片	3.95001
经皮椎骨关节面去神经术	3.96001
脊髓膜分流修正术	3.97001
脊髓蛛网膜下腔-腹腔分流管去除术	3.98001
脊髓造瘘术	3.99003
脊髓切开引流术	3.99004
听神经病变切除术	4.01001
听神经切断术	4.01003
前庭神经切断术	4.01004
经迷路内听道前庭神经切除术	4.01005
经迷路内听道听神经瘤切除术	4.01006
乙状窦后入路听神经切除术	4.01007
经颞下三叉神经根切断术[Frazier手术]	4.02001
经后颅窝三叉神经感觉根切断术	4.02004
三叉神经感觉根部分切断术	4.02005
闭孔神经切断术	4.03002
脊神经根切断术	4.03003
胫神经肌支切断术	4.03004
颅神经切断术	4.03005
指神经切断术	4.03007
颈神经后根切断术	4.03009
腰骶神经后根切断术	4.0301
运动神经切断术	4.03011
坐骨神经切断术	4.03012
趾神经切断术	4.03015
周围神经切断术	4.03016
面神经切断术	4.03017
臂丛神经探查术	4.04001
尺神经探查术	4.04002
股神经探查术	4.04003
喉返神经探查术	4.04004
胫神经探查术	4.04005
颅神经探查术	4.04006
面神经探查术	4.04007
桡神经探查术	4.04009
正中神经探查术	4.04011
指神经探查术	4.04012
足底神经探查术	4.04013
坐骨神经探查术	4.04014
腋神经探查术	4.04018
肌皮神经探查术	4.04019
肩胛上神经探查术	4.0402
副神经探查术	4.04021
骶丛神经探查术	4.04022
腰丛神经探查术	4.04023
腓总神经探查术	4.04024
牙槽神经探查术	4.04025
膈神经探查术	4.04026
颈丛神经探查术	4.04027
肋间神经探查术	4.04028
胸背神经探查术	4.04029
周围神经探查术	4.0403
半月神经节切除术	4.05001
鼓室神经丛切除术	4.07002
滑车神经撕脱术	4.07003
颈神经病损切除术	4.07005
眶上神经撕脱术	4.07007
眶下神经撕脱术	4.07008
肋间神经切除术	4.07009
颅神经病损切除术	4.0701
面神经病损切除术	4.07014
周围神经病损切除术	4.07015
视神经病损切除术	4.07022
视神经切除术	4.07023
颅神经切除术	4.07026
周围神经切除术	4.07027
三叉神经撕脱术	4.07028
坐骨神经病损切除术	4.07029
神经内镜下经鼻腔视神经管减压术	4.0703
闭合性颅神经活检	4.11001
闭合性周围神经活检	4.11002
直视下颅神经活检术	4.12001
直视下周围神经活检术	4.12002
肋间神经冷冻镇痛术	04.2 001
肋间神经射频消融术	04.2 002
周围神经破坏术	04.2 003
三叉神经射频消融术	04.2 004
翼腭神经节破坏术	04.2 007
脊神经破坏术	04.2 008
周围神经神经烧灼术	04.2 009
经皮腹腔神经丛射频消融术	04.2 010
脊神经根射频消融术	04.2 011
骶神经根囊肿穿刺充填术	04.2 012
腹膜后无水酒精神经阻滞术	04.2 013
腹腔神经阻滞术	04.2 014
经皮肾动脉去交感神经射频消融术	04.2 015
超声内镜下腹腔神经丛阻滞术(CPN)	04.2 016
闭孔神经缝合术	04.3 001
尺神经缝合术	04.3 002
颅神经缝合术	04.3 004
正中神经缝合术	04.3 006
指神经缝合术	04.3 007
腓神经缝合术	04.3 008
肌皮神经缝合术	04.3 009
臂丛神经吻合术	04.3 011
臂丛神经上、中、下干缝合术	04.3 012
桡神经缝合术	04.3 013
胫神经缝合术	04.3 014
骶丛神经缝合术	04.3 015
腰丛神经缝合术	04.3 016
腓肠神经吻合术	04.3 017
腋神经吻合术	04.3 018
下颌神经吻合术	04.3 019
隐神经吻合术	04.3 020
隐神经修复术	04.3 021
周围神经缝合术	04.3 022
马尾神经缝合术	04.3 023
皮神经缝合术	04.3 024
耳大神经吻合术	04.3 025
腓总神经吻合术	04.3 026
股神经吻合术	04.3 027
迷走神经干吻合术	04.3 028
面神经吻合术	04.3 029
牙槽神经吻合术	04.3 030
坐骨神经吻合术	04.3 031
三叉神经减压术	4.41003
副神经减压术	4.42001
迷走神经减压术	4.42004
面神经解剖术	4.42005
经后颅窝面神经减压术	4.42006
枕下神经减压术	4.42007
舌咽神经减压术	4.42008
视神经减压术	4.42009
听神经减压术	4.4201
鼻内窥镜下视神经减压术	4.42012
听神经根粘连松解术	4.42013
面神经根粘连松解术	4.42014
三叉神经根粘连松解术	4.42015
关节镜下腕管松解术	4.43001
腕管松解术	4.43004
跗管松解术	4.44002
臂丛神经松解术	4.49002
尺神经松解术	4.49005
骶神经松解术	4.49006
腓神经松解术	4.49007
腓总神经松解术	4.49009
喉返神经松解术	4.49011
胫神经松解术	4.49012
马尾神经松解术	4.49013
桡神经松解术	4.49017
舌神经根松解术	4.49018
神经根管松解术	4.49019
正中神经松解术	4.49024
跖间神经松解术	4.49025
趾间神经松解术	4.49026
足神经松解术	4.4903
坐骨神经松解术	4.49031
腰丛神经松解术	4.49032
腓浅神经松解术	4.49033
腓深神经松解术	4.49034
腋神经松解术	4.49035
股神经松解术	4.49036
胫后神经松解术	4.49037
迷走神经根粘连松解术	4.49038
指神经松解术	4.49041
周围神经松解术	4.49042
尺神经移植术	04.5 001
腓肠神经移植术	04.5 002
颅神经移植术	04.5 005
面神经移植术	04.5 007
耳大神经移植术	04.5 009
桡神经移植术	04.5 011
臂丛神经移植术	04.5 012
坐骨神经移植术	04.5 013
腓总神经移植术	04.5 014
股神经移植术	04.5 015
周围神经移植术	04.5 016
肋间神经移位术	04.6 001
尺神经移位术	04.6 002
指神经移位术	04.6 005
正中神经移位术	04.6 006
胸背神经移位术	04.6 007
副神经移位术	04.6 008
膈神经移位术	04.6 009
同侧脊神经根移位术	04.6 010
健侧颈7神经移位术	04.6 011
闭孔神经移位术	04.6 012
尺神经部分神经束移位术	04.6 013
尺神经前移术	04.6 014
肱三头肌支移位术	04.6 015
颈丛神经移位术	04.6 016
脑神经移位术	04.6 017
桡神经浅支移位术	04.6 018
正中神经部分神经束移位术	04.6 019
周围神经移位术	04.6 020
舌下神经-面神经吻合术	4.71001
面神经-副神经吻合术	4.72001
副神经-舌下神经吻合术	4.73001
面神经-膈神经吻合术	4.74031
面神经-三叉神经吻合术	4.74032
颅神经调整术	4.75001
周围神经调整术	4.75002
正中神经调整术	4.75003
尺神经延迟修补术	4.76002
桡神经延迟修补术	4.76003
皮神经延迟修补术	4.76004
周围神经麻醉止痛	4.81003
神经牵伸术	4.91001
骶神经电刺激器置入术	4.92002
周围神经电刺激器置入术	4.92003
周围神经电刺激器置换术	4.92004
周围神经电刺激器去除术	4.93001
交感神经切断术	05.0 001
腔镜下交感神经切断术	05.0 003
交感神经活检术	5.11001
交感神经节活检术	5.11002
蝶腭神经节切除术	5.21001
颈交感神经切断术	5.22001
腔镜下腰交感神经切除术	5.23001
腰交感神经切除术	5.23002
骶前交感神经切除术	5.24001
胸交感神经切除术	5.29002
胸腔镜下胸交感神经部分切除术	5.29004
交感神经麻醉剂注射止痛	5.31003
星状神经节阻滞术	5.31006
交感神经注射破坏剂	5.32001
交感神经修补术	5.81001
交感神经节修补术	5.81002
交感神经瘤切除术	5.89001
甲状腺区抽吸引流术	6.01001
甲状腺术后探查止血术	6.02001
甲状腺切开探查术	6.09001
甲状腺切开引流术	6.09002
颈部探查术	6.09004
甲状旁腺探查术	6.09005
甲状腺穿刺活检	6.11001
直视下甲状腺活检术	6.12001
甲状旁腺活检	6.13001
单侧甲状腺切除术	06.2 001
腔镜下单侧甲状腺切除术	06.2 003
单侧甲状腺切除伴其他叶部分切除术	06.2 005
单侧甲状腺切除伴甲状腺峡部切除术	06.2 006
单侧甲状腺切除伴峡部和其他叶部分切除术	06.2 011
甲状腺病损切除术	6.31001
腔镜下甲状腺病损切除术	6.31003
残余甲状腺大部切除术	6.39001
残余甲状腺切除术	6.39002
单侧甲状腺部分切除术	6.39003
单侧甲状腺次全切除术	6.39004
甲状腺峡部部分切除术	6.39006
异位甲状腺切除术	6.39009
腔镜下甲状腺部分切除术	6.3901
腔镜下甲状腺次全切除术	6.39011
双侧甲状腺部分切除术	6.39012
双侧甲状腺次全切除术	6.39013
双侧甲状腺全部切除术	06.4 003
腔镜下双侧甲状腺全部切除术	06.4 005
胸骨后甲状腺病损切除术	6.51001
胸骨后甲状腺部分切除术	6.51002
胸骨后甲状腺全部切除术	6.52001
舌部甲状腺切除术	06.6 001
甲状舌管病损切除术	06.7 001
甲状舌管瘘闭合术	06.7 003
甲状舌管切除术	06.7 005
甲状旁腺全部切除术	6.81001
腔镜下甲状旁腺全部切除术	6.81002
甲状旁腺病损切除术	6.89001
甲状旁腺部分切除术	6.89002
腔镜下甲状旁腺病损切除术	6.89004
移植自体甲状旁腺切除术	6.89005
异位甲状旁腺切除术	6.89006
甲状腺峡部横断术	6.91001
甲状腺血管结扎术	6.92001
甲状腺缝合术	6.93001
甲状腺自体移植术	6.94001
甲状旁腺自体移植术	6.95001
超声引导下甲状旁腺射频消融术	6.99002
单侧肾上腺区探查术	7.01001
双侧肾上腺区探查术	7.02001
肾上腺闭合性活检	7.11001
腹腔镜下肾上腺活检术	7.11003
直视下肾上腺活检术	7.12002
经额垂体活检	7.13001
经蝶骨垂体活检	7.14001
垂体活检	7.15001
胸腺活检	7.16001
松果体活检	7.17001
腹腔镜下肾上腺病损切除术	7.21001
肾上腺病损切除术	7.21005
单侧肾上腺切除术	7.22001
腹腔镜下单侧肾上腺切除术	7.22002
单侧肾上腺大部分切除术	7.29001
腹腔镜下肾上腺部分切除术	7.29002
肾上腺部分切除术	7.29003
双侧肾上腺切除术	07.3 001
肾上腺探查术	7.41001
肾上腺囊肿切开引流术	7.41002
肾上腺神经切断术	7.42001
肾上腺血管结扎术	7.43001
肾上腺修补术	7.44001
肾上腺自体移植术	7.45001
松果体探查术	7.51001
松果体切开术	7.52001
松果体部分切除术	7.53001
松果体病损切除术	7.53002
松果体全部切除术	7.54001
经额垂体病损切除术	7.61001
经额垂体部分切除术	7.61002
经蝶骨垂体病损切除术	7.62002
经蝶骨垂体部分切除术	7.62003
经蝶骨入路内窥镜下垂体部分切除术	7.62006
神经内镜下经鼻腔-蝶窦垂体病损切除术	7.62007
垂体病损切除术	7.63001
经额垂体全部切除术	7.64001
经蝶骨垂体全部切除术	7.65001
经蝶骨入路内窥镜下垂体全部切除术	7.65002
垂体切除术	7.69001
垂体窝探查术	7.71001
经蝶骨垂体探查术	7.72002
拉克氏(Rathke's)囊切除术	7.72003
颅咽管瘤穿刺抽吸术	7.72004
空蝶鞍填塞术	7.79001
胸腺病变切除术	7.81005
胸腺部分切除术	7.81006
CT引导下胸腺病损射频消融术	7.81009
胸腺扩大切除术	7.82002
胸腺切除术	7.82003
胸腔镜下胸腺部分切除术	7.83001
胸腔镜下胸腺病损切除术	7.83002
胸腔镜下胸腺切除术	7.84001
胸腔镜下胸腺扩大切除术	7.84002
胸腺区探查术	7.91001
胸腺切开探查术	7.92001
胸腺修补术	7.93001
胸腺移植术	7.94001
胸腺固定术	7.99001
睑缘切开术	8.01001
眼睑缝合后切开术	8.02001
眼睑切开探查术	8.09001
眼睑切开异物取出术	8.09002
眼睑粘连松解术	8.09004
眼睑活检	8.11001
眉部瘢痕切除术	8.20003
眉部病损切除术	8.20004
眼睑瘢痕切除术	8.20005
眼睑病损切除术	8.20006
眼睑皮肤和皮下坏死组织切除清创术	8.20009
眼睑皮肤和皮下组织非切除性清创	8.2001
睑板腺囊肿刮除术	8.21001
睑板腺脓肿切开引流术	8.21004
睑板腺病损切除术	8.22001
眼睑小病损切除术	8.22003
眼睑病损板层切除术	8.23001
眼睑病损全层切除术	8.24001
眼睑病损破坏术	8.25001
上睑下垂额肌瓣悬吊术	8.31001
上睑下垂缝线悬吊术	8.32001
上睑下垂异体组织额肌悬吊术	8.32002
上睑下垂额肌悬吊术	8.32003
上睑下垂提上睑肌缩短术	8.33001
上睑下垂眼轮匝肌悬吊术	8.36002
睑下垂矫正过度复位术	8.37001
睑退缩矫正术	8.38001
眼睑内翻热灼修补术	8.41001
眼睑内翻缝合术	8.42001
眼睑内翻睑轮匝肌重叠修补术	8.42003
眼睑外翻楔形切除修补术	8.43001
睑内翻矫正伴睑重建术	8.44001
眼睑外翻矫正伴睑重建术	8.44002
眼睑内翻矫正术	8.49002
眼睑外翻矫正术	8.49003
睑裂增大术	8.51001
眼睑缝合术	8.52001
睑缘缝合术	8.52002
眦缝合术	8.52003
眦移位矫正术	8.59001
内眦赘皮修补术	8.59002
内眦成形术	8.59004
外眦成形术	8.59005
黏膜移植眼睑重建术	8.61001
眼睑全厚植皮术	8.61002
眼睑中厚植皮术	8.61003
游离皮瓣移植眼睑重建术	8.61004
黏膜瓣移植眼睑重建术	8.62001
眼睑结膜睑板移植重建术	8.64001
眉重建术	8.70001
眼睑非全层伴睑缘重建术	8.71001
眼睑板层重建术	8.72001
眼睑全层伴睑缘重建术	8.73001
眼睑全层重建术	8.74001
睑板重建术	8.74002
眉裂伤缝合术	8.81001
眼睑裂伤缝合术	8.81002
眼睑非全层的眼睑裂伤及修补术	8.82001
眼睑非全层裂伤修补术	8.83001
眼睑全层及睑缘裂伤修补术	8.84001
眼睑全层裂伤修补术	8.85001
下眼睑皱纹切除术	8.86001
眼袋切除术	8.86002
上眼睑皱纹切除术	8.87001
异体睑板移植术	8.89002
外眦皱纹切除术	8.89003
重睑成形术	8.89004
重建眉修整术	8.89005
睫毛电解术	8.91001
眼睑拔睫毛术	8.93001
睫毛重建术	8.99002
眼睑缝线去除	8.99003
泪囊切开引流术	09.0 001
泪腺活检	9.11001
泪囊活检	9.12001
泪腺病损切除术	9.21001
泪腺部分切除术	9.22001
泪腺全部切除术	9.23001
泪腺修复术	09.3 001
泪点扩张术	9.41002
泪小管探通术	9.42002
鼻泪管探通术	9.43001
鼻泪管插管术	9.44001
鼻泪管激光探通插管术	9.44002
人工泪管置入术	9.44003
鼻泪管扩张模置入术	9.49001
鼻内镜下人工泪管取出术	9.49002
泪点切开术	9.51001
泪小管切开术	9.52001
泪囊切开术	9.53001
泪囊病损切除术	09.6 002
泪囊切除术	09.6 005
泪小管病损切除术	09.6 006
泪点外翻矫正术	9.71001
泪小管成形术	9.73001
泪小管吻合术	9.73002
泪道重建术	9.73004
泪囊-鼻腔吻合术[DCR手术]	9.81002
鼻内窥镜下鼻-泪管吻合术	9.81003
鼻内镜下鼻腔泪囊造口术	9.81004
结膜泪囊-鼻腔吻合术[CDCR手术]	9.82001
结膜-鼻腔吻合插管术	9.83001
泪点封闭术	9.91001
泪囊瘘口封闭术	9.99002
结膜切开异物取出术	10.0 001
结膜切开探查术	10.1 001
结膜活检	10.21001
结膜病损切除术	10.31001
结膜病损破坏术	10.32001
沙眼滤泡去除术	10.33001
结膜结石取出术	10.33002
睑球粘连游离移植物修补术	10.41001
睑球粘连羊膜移植修补术	10.41002
睑球粘连口唇黏膜移植修补术	10.41003
结膜穹窿游离移植物重建术	10.42001
结膜穹窿羊膜移植重建术	10.42002
结膜穹窿口唇黏膜移植重建术	10.42003
结膜囊成形术	10.43001
结膜穹窿成形术	10.43002
结膜移植术	10.44001
异体结膜移植术	10.44002
结膜成形术	10.49001
结膜滤过泡瘘修补术	10.49002
结膜修补术	10.49003
睑球粘连松解术	10.5 002
结膜缝合术	10.6 001
结膜撕裂修补术	10.6 002
结膜下注射	10.91001
结膜遮盖术	10.99001
结膜松弛矫正术	10.99002
结膜缝线拆除术	10.99003
角膜异物磁吸去除术	11.0 001
角膜切开术	11.1 001
角膜切开异物取出术	11.1 002
角膜涂片检查	11.21001
角膜活检	11.22001
角膜印迹细胞检查	11.29002
角膜内皮细胞计数检查	11.29003
翼状胬肉转位术	11.31001
翼状胬肉切除伴角膜移植术	11.32001
