贾第虫病[兰伯鞭毛虫病]	A07.1
贾第虫病[兰伯鞭毛虫病]	A07.100
隐孢子虫病	A07.2
隐孢子虫病	A07.200
等孢球虫病	A07.3
等孢球虫病	A07.300
其他特指的原虫性肠道疾病	A07.8
原虫性肠道疾病，其他特指的	A07.800
肠道滴虫病	A07.801
未特指的原虫性肠道疾病	A07.9
原虫性肠道疾病	A07.900
病毒性和其他特指的肠道感染	A08
轮状病毒性肠炎	A08.0
轮状病毒性肠炎	A08.000
诺沃克组病毒引起的急性胃肠病	A08.1
诺沃克组病毒引起的急性胃肠病	A08.100
诺如病毒性急性胃肠病	A08.101
腺病毒性肠炎	A08.2
腺病毒性肠炎	A08.200
其他病毒性肠炎	A08.3
病毒性肠炎，其他的	A08.300
EB病毒性肠炎	A08.301
未特指的病毒性肠道感染	A08.4
病毒性肠道感染	A08.400
病毒性肠炎	A08.401
病毒性胃肠炎	A08.402
其他特指的肠道感染	A08.5
肠道感染，其他特指的	A08.500
其他传染性和未特指病因的胃肠炎和结肠炎	A09
其他和未特指传染性病因的胃肠炎和结肠炎	A09.0
传染性病因的胃肠炎和结肠炎，其他的	A09.000
感染性胃肠炎	A09.001
感染性结肠炎	A09.002
痢疾	A09.003
感染性腹泻	A09.004
脓毒性肠炎	A09.005
急性出血性肠炎	A09.006
感染性急性肠炎	A09.007
未特指病因的胃肠炎和结肠炎	A09.9
胃肠炎和结肠炎	A09.900
胃肠炎	A09.901
结肠炎	A09.902
婴儿腹泻	A09.903
出血性肠炎	A09.904
呼吸道结核,经细菌学和组织学证实	A15
肺结核,经显微镜下痰检查证实,伴有或不伴有痰培养	A15.0
肺结核，经显微镜下痰检查证实，伴有或不伴有痰培养	A15.000
肺结核瘤，痰镜检（+）	A15.001
肺干酪性结核，痰镜检（+）	A15.002
结核性肺纤维变性，痰镜检（+）	A15.003
结核性肺炎，痰镜检（+）	A15.004
结核性气胸，痰镜检（+）	A15.005
结核性支气管扩张，痰镜检（+）	A15.006
空洞型肺结核，痰镜检（+）	A15.007
浸润型肺结核，痰镜检（+）	A15.008
增殖型肺结核，痰镜检（+）	A15.009
肺结核,仅经痰培养所证实	A15.1
肺结核, 仅经痰培养所证实	A15.100
肺结核瘤，痰培养（+）	A15.101
肺干酪性结核，痰培养（+）	A15.102
结核性肺纤维变性，痰培养（+）	A15.103
结核性肺炎，痰培养（+）	A15.104
结核性气胸，痰培养（+）	A15.105
结核性支气管扩张，痰培养（+）	A15.106
空洞型肺结核，痰培养（+）	A15.107
浸润型肺结核，痰培养（+）	A15.108
增殖型肺结核，痰培养（+）	A15.109
肺结核,经组织学所证实	A15.2
肺结核，经组织学所证实	A15.200
肺结核瘤，病理（+）	A15.201
肺干酪性结核，病理（+）	A15.202
结核性肺纤维变性，病理（+）	A15.203
结核性肺炎，病理（+）	A15.204
结核性气胸，病理（+）	A15.205
结核性支气管扩张，病理（+）	A15.206
空洞型肺结核，病理（+）	A15.207
浸润型肺结核，病理（+）	A15.208
增殖型肺结核，病理（+）	A15.209
肺结核,经未特指的方法所证实	A15.3
肺结核，经证实的	A15.300
肺结核瘤经证实（+）	A15.301
肺干酪性结核经证实（+）	A15.302
结核性肺纤维变性经证实（+）	A15.303
结核性肺炎经证实（+）	A15.304
结核性气胸经证实（+）	A15.305
结核性支气管扩张经证实（+）	A15.306
空洞型肺结核经证实（+）	A15.307
浸润型肺结核经证实（+）	A15.308
增殖型肺结核 经证实（+）	A15.309
胸腔内淋巴结结核,经细菌学和组织学所证实	A15.4
胸腔内淋巴结结核，经细菌学和组织学所证实	A15.400
肺门淋巴结结核，病理（+）	A15.401
气管支气管淋巴结结核，细菌学（+）	A15.402
气管支气管淋巴结结核，病理（+）	A15.403
胸内淋巴结结核，细菌学（+）	A15.404
胸内淋巴结结核，病理（+）	A15.405
纵隔淋巴结结核，细菌学（+）	A15.406
纵隔淋巴结结核，病理（+）	A15.407
支气管淋巴结结核，细菌学（+）	A15.408
支气管淋巴结结核，病理（+）	A15.409
喉、气管和支气管结核,经细菌学和组织学所证实	A15.5
喉、气管和支气管结核，经细菌学和组织学所证实	A15.500
喉结核，病理（+）	A15.501
会厌结核，细菌学（+）	A15.502
会厌结核，病理（+）	A15.503
声带结核，细菌学（+）	A15.504
声带结核，病理（+）	A15.505
气管结核，细菌学（+）	A15.506
气管结核，病理（+）	A15.507
支气管结核，细菌学（+）	A15.508
支气管结核，病理（+）	A15.509
结核性胸膜炎,经细菌学和组织学所证实	A15.6
结核性胸膜炎，经细菌学和组织学所证实	A15.600
结核性胸膜炎，病理（+）	A15.601
结核性脓胸，细菌学（+）	A15.602
结核性脓胸，病理（+）	A15.603
结核性胸腔积液，细菌学（+）	A15.604
结核性胸腔积液，病理（+）	A15.605
结核性渗出性胸膜炎，细菌学（+）	A15.606
结核性渗出性胸膜炎，病理（+）	A15.607
胸膜结核瘤，细菌学（+）	A15.608
胸膜结核瘤，病理（+）	A15.609
原发性呼吸道结核,经细菌学和组织学所证实	A15.7
原发性呼吸道结核，经细菌学和组织学所证实	A15.700
原发性呼吸道结核，病理（+）	A15.701
肺原发性结核性复征，细菌学（+）	A15.702
肺原发性结核性复征，病理（+）	A15.703
其他呼吸道结核,经细菌学和组织学所证实	A15.8
呼吸道结核，经细菌学和组织学所证实，其他的	A15.800
结核性鼻窦炎，细菌学（+）	A15.801
结核性鼻窦炎，病理（+）	A15.802
鼻中隔结核，细菌学（+）	A15.803
鼻中隔结核，病理（+）	A15.804
鼻咽结核，细菌学（+）	A15.805
鼻咽结核，病理（+）	A15.806
鼻结核，细菌学（+）	A15.807
鼻结核，病理（+）	A15.808
扁桃体结核，细菌学（+）	A15.809
扁桃体结核，病理（+）	A15.810
咽部结核，细菌学（+）	A15.811
咽部结核，病理（+）	A15.812
纵隔结核，细菌学（+）	A15.813
纵隔结核，病理（+）	A15.814
未特指的呼吸道结核,经细菌学和组织学所证实	A15.9
呼吸道结核，经细菌学和组织学所证实的	A15.900
呼吸道结核，病理（+）	A15.901
呼吸道结核,未经细菌学或组织学所证实	A16
肺结核,细菌学和组织学检查为阴性	A16.0
肺结核，细菌学和组织学检查为阴性	A16.000
肺结核瘤，痰镜检（-）	A16.001
结核性肺炎，痰镜检（-）	A16.002
结核性肺纤维变性，痰镜检（-）	A16.003
结核性气胸，痰镜检（-）	A16.004
结核性支气管扩张，痰镜检（-）	A16.005
肺干酪性结核，痰镜检（-）	A16.006
空洞型肺结核，痰镜检（-）	A16.007
浸润型肺结核，痰镜检（-）	A16.008
增殖型肺结核，痰镜检（-）	A16.009
肺结核，痰培养（-）	A16.010
肺结核瘤，痰培养（-）	A16.011
结核性肺炎，痰培养（-）	A16.012
结核性肺纤维变性，痰培养（-）	A16.013
结核性气胸，痰培养（-）	A16.014
结核性支气管扩张，痰培养（-）	A16.015
肺干酪性结核，痰培养（-）	A16.016
空洞型肺结核，痰培养（-）	A16.017
浸润型肺结核，痰培养（-）	A16.018
增殖型肺结核，痰培养（-）	A16.019
肺结核，病理（-）	A16.020
肺结核瘤，病理（-）	A16.021
结核性肺炎，病理（-）	A16.022
结核性肺纤维变性，病理（-）	A16.023
结核性气胸，病理（-）	A16.024
结核性支气管扩张，病理（-）	A16.025
肺干酪性结核，病理（-）	A16.026
空洞型肺结核，病理（-）	A16.027
浸润型肺结核，病理（-）	A16.028
增殖型肺结核，病理（-）	A16.029
肺结核瘤，细胞学（组织学）（-）	A16.030
结核性肺炎，细胞学（组织学）（-）	A16.031
结核性肺纤维变性，细胞学（组织学）（-）	A16.032
结核性气胸，细胞学（组织学）（-）	A16.033
结核性支气管扩张，细胞学（组织学）（-）	A16.034
肺干酪性结核，细胞学（组织学）（-）	A16.035
空洞型肺结核，细胞学（组织学）（-）	A16.036
浸润型肺结核，细胞学（组织学）（-）	A16.037
增殖型肺结核，细胞学（组织学）（-）	A16.038
肺结核,未做细菌学和组织学检查	A16.1
肺结核，未做细菌学和组织学检查	A16.100
肺结核瘤，未做细菌学和组织学检查	A16.101
结核性肺炎，未做细菌学和组织学检查	A16.102
结核性肺纤维变性，未做细菌学和组织学检查	A16.103
结核性气胸，未做细菌学和组织学检查	A16.104
结核性支气管扩张，未做细菌学和组织学检查	A16.105
肺干酪性结核，未做细菌学和组织学检查	A16.106
空洞型肺结核，未做细菌学和组织学检查	A16.107
浸润型肺结核，未做细菌学和组织学检查	A16.108
增殖型肺结核，未做细菌学和组织学检查	A16.109
肺结核,未提及细菌学或组织学的证实	A16.2
肺结核，未提及细菌学或组织学的证实	A16.200
肺结核瘤	A16.201
结核性肺炎	A16.202
结核性肺纤维变性	A16.203
结核性气胸	A16.204
结核性支气管扩张	A16.205
肺干酪性结核	A16.206
空洞型肺结核	A16.207
浸润型肺结核	A16.208
增殖型肺结核	A16.209
结核性肺不张	A16.210
胸腔内淋巴结结核,未提及细菌学或组织学的证实	A16.3
胸腔内淋巴结结核，未提及细菌学或组织学的证实	A16.300
肺门淋巴结结核	A16.301
胸内淋巴结结核	A16.302
气管支气管淋巴结结核	A16.303
支气管淋巴结结核	A16.304
纵隔淋巴结结核	A16.305
喉、气管和支气管结核,未提及细菌学或组织学的证实	A16.4
喉、气管和支气管结核，未提及细菌学或组织学的证实	A16.400
会厌结核	A16.401
气管结核	A16.402
声带结核	A16.403
支气管结核	A16.404
结核性支气管胸膜瘘	A16.405
结核性胸膜炎,未提及细菌学或组织学的证实	A16.5
结核性胸膜炎，未提及细菌学或组织学的证实	A16.500
结核性脓胸	A16.501
结核性胸腔积液	A16.502
结核性渗出性胸膜炎	A16.503
胸膜结核瘤	A16.504
结核性脓气胸	A16.505
原发性呼吸道结核,未提及细菌学或组织学的证实	A16.7
原发性呼吸道结核，未提及细菌学或组织学的证实	A16.700
肺原发性结核性复征	A16.701
其他呼吸道结核,未提及细菌学或组织学的证实	A16.8
呼吸道结核，未提及细菌学或组织学的证实，其他的	A16.800
结核性鼻窦炎	A16.801
鼻中隔结核	A16.802
鼻咽结核	A16.803
鼻结核	A16.804
扁桃体结核	A16.805
咽部结核	A16.806
纵隔结核	A16.807
未特指的呼吸道结核,未提及细菌学或组织学的证实	A16.9
呼吸道结核	A16.900
胸壁结核	A16.901
结核性脑膜炎	A17.0+G01*
结核性脑膜炎	A17.000†G01*
结核性脑脊髓膜炎	A17.001†G01*
脑膜结核瘤	A17.1+G07*
脑膜结核瘤	A17.100†G07*
神经系统的其他结核	A17.8+
神经系统的其他结核	A17.800†
脑结核瘤	A17.801†G07*
结核性脑肉芽肿	A17.802†G07*
结核性脑膜脑炎	A17.803†G05.0*
结核性脑炎	A17.804†G05.0*
结核性脑脓肿	A17.805†G07*
脊髓结核	A17.806†G07*
结核性脑积水	A17.807†G07*
未特指的神经系统结核	A17.9+G99.8*
神经系统结核	A17.900†G99.8*
神经系统的结核	A17+
其他器官的结核	A18
骨和关节的结核	A18.0+
骨和关节的结核	A18.000†
骨结核	A18.001†M90.0*
关节结核	A18.002†M01.1*
鼻骨结核	A18.003†M90.0*
下颌结核	A18.004†M90.0*
颈椎结核	A18.005†M49.0*
胸椎结核	A18.006†M49.0*
腰椎结核	A18.007†M49.0*
腰椎结核性窦道	A18.008†M90.0*
脊柱结核	A18.009†M49.0*
脊柱结核性脓肿	A18.010†M49.0*
结核性脊柱后凸	A18.011†M49.0*
脊柱结核性截瘫	A18.012†M49.0*
结核性脊柱裂	A18.013†M49.0*
肋骨结核	A18.014†M90.0*
耻骨结核	A18.015†M90.0*
肱骨结核	A18.016†M90.0*
桡骨结核	A18.017†M90.0*
尺骨结核	A18.018†M90.0*
掌骨结核	A18.019†M90.0*
指骨结核	A18.020†M90.0*
股骨结核	A18.021†M90.0*
胫骨结核	A18.022†M90.0*
腓骨结核	A18.023†M90.0*
跟骨结核	A18.024†M90.0*
楔骨结核	A18.025†M90.0*
趾骨结核	A18.026†M90.0*
肩关节结核	A18.027†M01.1*
肘关节结核	A18.028†M01.1*
腕关节结核	A18.029†M01.1*
指关节结核	A18.030†M01.1*
髋关节结核	A18.031†M01.1*
骶髂关节结核	A18.032†M01.1*
髋关节结核性滑膜炎	A18.033†M01.1*
膝关节结核	A18.034†M01.1*
膝关节结核性滑膜炎	A18.035†M01.1*
踝关节结核	A18.036†M01.1*
跖趾关节结核	A18.037†M01.1*
趾关节结核	A18.038†M01.1*
关节结核性风湿病	A18.039†M01.1*
关节结核性窦道	A18.040†M01.1*
滑膜结核	A18.041†M68.0*
肌腱结核	A18.042†M68.0*
关节结核性脓肿	A18.043†M01.1*
泌尿生殖系统的结核	A18.1
泌尿生殖系统的结核	A18.100
泌尿系统结核	A18.101
生殖系统结核	A18.102
肾结核	A18.103†N29.1*
结核性肾脓肿	A18.104†N29.1*
结核性肾盂积水	A18.105†N29.1*
输尿管结核	A18.106†N29.1*
结核性输尿管狭窄	A18.107†N29.1*
膀胱结核	A18.108†N33.0*
前列腺结核	A18.109†N51.0*
输精管结核	A18.110†N51.8*
子宫内膜结核	A18.111†N74.1*
子宫颈结核	A18.112†N74.0*
输卵管结核	A18.113†N74.1*
卵巢结核	A18.114†N74.1*
女性盆腔结核	A18.115†N74.1*
结核性阴囊瘘	A18.116†N51.8*
睾丸结核	A18.117†N51.1*
附睾结核	A18.118†N51.1*
阴茎结核	A18.119†N51.8*
结核性周围淋巴结病	A18.2
结核性周围淋巴结病	A18.200
头颈部结核性淋巴结炎	A18.201
颊淋巴结结核	A18.202
腮腺淋巴结结核	A18.203
颈淋巴结结核	A18.205
锁骨上淋巴结结核	A18.206
腋下淋巴结结核	A18.207
食管旁淋巴结结核	A18.208
闭孔淋巴结结核	A18.209
腹股沟淋巴结结核	A18.210
结核性淋巴管炎	A18.211
全身多发淋巴结结核	A18.212
肠、腹膜和肠系膜淋巴结的结核	A18.3
肠、腹膜和肠系膜淋巴结的结核	A18.300
肝门淋巴结结核	A18.301
阑尾结核	A18.302†K93.0*
肠结核	A18.303†K93.0*
结核性肠炎	A18.304†K93.0*
结肠结核瘤	A18.305†K93.0*
结核性肛瘘	A18.306†K93.0*
肛周结核	A18.307†K93.0*
腹腔淋巴结结核	A18.308
结核性腹腔积液	A18.309
腹膜后淋巴结结核	A18.310
腹膜结核	A18.311†K93.0*
腹部结核性脓肿	A18.312†K93.0*
腹部结核性窦道	A18.313†K93.0*
结核性腹膜炎	A18.314†K67.3*
肠系膜结核	A18.315†K93.0*
肠系膜淋巴结结核	A18.316†K93.0*
髂窝结核性脓肿	A18.317
髂窝淋巴结结核	A18.318
皮肤和皮下组织的结核	A18.4
皮肤和皮下组织的结核	A18.400
皮肤结核	A18.401
皮下组织结核	A18.402
皮肤结核性窦道	A18.403
瘰疠性皮肤结核	A18.404
结核性皮肤脓肿	A18.405
腹壁结核	A18.406
皮下组织结核性窦道	A18.407
结核性结节性红斑	A18.408
播散性粟粒性狼疮	A18.409
寻常性狼疮	A18.410
巴赞病	A18.411
眼结核	A18.5
眼结核	A18.500
视网膜结核	A18.501†H32.0*
脉络膜结核	A18.502†H32.0*
视神经结核	A18.503†H48.8*
葡萄膜结核	A18.504†H22.0*
结核性葡萄膜炎	A18.505†H22.0*
角膜结核	A18.506†H19.2*
耳结核	A18.6
耳结核	A18.600
结核性中耳炎	A18.601†H67.0*
肾上腺结核	A18.7+E35.1*
肾上腺结核	A18.700†E35.1*
其他特指器官的结核	A18.8
器官的结核，其他特指的	A18.800
垂体结核	A18.801†E35.8*
舌结核	A18.802†K93.8*
咀嚼肌结核	A18.803†M63.0*
腮腺结核	A18.804†K93.8*
颌下腺结核	A18.805†K93.8*
甲状腺结核	A18.806†E35.0*
结核性食管炎	A18.807†K23.0*
结核性心包炎	A18.808†I32.0*
结核性心包积液	A18.809†I32.0*
胸大肌结核	A18.810†M63.0*
乳腺结核	A18.811
胃结核	A18.812†K93.8*
脾结核	A18.813†D77*
肝结核	A18.814†K77.0*
胆管结核	A18.815†K87.0*
胆囊结核	A18.816†K87.0*
胰腺结核	A18.817†K87.1*
结核性腹主动脉炎	A18.818†I79.8*
结缔组织结核	A18.819†M36.8*
粟粒性结核	A19
单个特指部位的急性粟粒性结核	A19.0
单个特指部位的急性粟粒性结核	A19.000
急性血行播散型肺结核	A19.001
多个部位的急性粟粒性结核	A19.1
多个部位的急性粟粒性结核	A19.100
未特指的急性粟粒性结核	A19.2
急性粟粒性结核	A19.200
其他粟粒性结核	A19.8
粟粒性结核,其他的	A19.800
亚急性血行播散型肺结核	A19.801
慢性血行播散型肺结核	A19.802
亚急性血行播散型结核	A19.803
未特指的粟粒性结核	A19.9
粟粒性结核	A19.900
结核性多浆膜炎	A19.901
全身性粟粒性结核	A19.902
鼠疫	A20
腺鼠疫[腹股沟淋巴结鼠疫]	A20.0
腺鼠疫[腹股沟淋巴结鼠疫]	A20.000
蜂窝织皮下型鼠疫	A20.1
蜂窝织皮下型鼠疫	A20.100
皮肤型鼠疫	A20.101
肺鼠疫	A20.2
肺鼠疫	A20.200
脑膜炎型鼠疫	A20.3
脑膜炎型鼠疫	A20.300
败血症型鼠疫	A20.7
败血症型鼠疫	A20.700
其他形式的鼠疫	A20.8
鼠疫，其他形式的	A20.800
顿挫性鼠疫	A20.801
无症状鼠疫	A20.802
轻型鼠疫	A20.803
未特指的鼠疫	A20.9
鼠疫	A20.900
土拉菌病[兔热病]	A21
溃疡腺型土拉菌病	A21.0
溃疡腺型土拉菌病	A21.000
眼腺型土拉菌病	A21.1
眼腺型土拉菌病	A21.100
肺土拉菌病	A21.2
肺土拉菌病	A21.200
胃肠土拉菌病	A21.3
胃肠土拉菌病	A21.300
腹部土啦菌病	A21.301
全身性土拉菌病	A21.7
全身性土拉菌病	A21.700
其他形式的土拉菌病	A21.8
土拉菌病，其他形式的	A21.800
未特指的土拉菌病	A21.9
土拉菌病	A21.900
炭疽	A22
皮肤炭疽	A22.0
皮肤炭疽	A22.000
肺炭疽	A22.1
肺炭疽	A22.100
胃肠炭疽	A22.2
胃肠炭疽	A22.200
炭疽性败血症	A22.7
炭疽性败血症	A22.700
其他形式的炭疽	A22.8
炭疽，其他形式的	A22.800
炭疽脑膜炎	A22.801†G01*
未特指的炭疽	A22.9
炭疽	A22.900
布氏菌病	A23
马耳他布氏菌病	A23.0
马耳他布氏菌病	A23.000
羊布氏杆菌病	A23.001
流产布氏菌病	A23.1
流产布氏菌病	A23.100
牛布氏菌病	A23.101
猪布氏菌病	A23.2
猪布氏菌病	A23.200
犬布氏菌病	A23.3
犬布氏菌病	A23.300
其他布氏菌病	A23.8
布氏菌病，其他的	A23.800
未特指的布氏菌病	A23.9
布氏菌病	A23.900
布氏菌病脊柱炎	A23.901†M49.1*
布氏菌病关节炎	A23.902†M01.3*
鼻疽和类鼻疽	A24
鼻疽	A24.0
鼻疽	A24.000
急性和暴发性类鼻疽	A24.1
急性和暴发性类鼻疽	A24.100
急性类鼻疽	A24.101
暴发性类鼻疽	A24.102
亚急性和慢性类鼻疽	A24.2
亚急性和慢性类鼻疽	A24.200
亚急性类鼻疽	A24.201
慢性类鼻疽	A24.202
其他类鼻疽	A24.3
类鼻疽，其他的	A24.300
未特指的类鼻疽	A24.4
类鼻疽	A24.400
鼠咬热	A25
螺菌病	A25.0
螺菌病	A25.000
链杆菌病	A25.1
链杆菌病	A25.100
未特指的鼠咬热	A25.9
鼠咬热	A25.900
类丹毒	A26
皮肤类丹毒	A26.0
皮肤类丹毒	A26.000
丹毒丝菌败血症	A26.7
丹毒丝菌败血症	A26.700
其他形式的类丹毒	A26.8
类丹毒，其他形式的	A26.800
未特指的类丹毒	A26.9
类丹毒	A26.900
钩端螺旋体病	A27
出血性黄疸钩端螺旋体病	A27.0
出血性黄疸钩端螺旋体病	A27.000
其他形式的钩端螺旋体病	A27.8
钩端螺旋体病，其他形式的	A27.800
未特指的钩端螺旋体病	A27.9
钩端螺旋体病	A27.900
其他动物源性细菌性疾病,不可归类在他处者	A28
巴斯德菌病	A28.0
巴斯德菌病	A28.000
巴斯德菌败血症	A28.001
猫抓病	A28.1
猫抓病	A28.100
肠外耶尔森菌病	A28.2
肠外耶尔森菌病	A28.200
其他特指的动物源性细菌性疾病,不可归类在他处者	A28.8
动物源性细菌性疾病，其他特指的不可归类在他处者	A28.800
人感染猪链球菌	A28.801
未特指的动物源性细菌性疾病	A28.9
动物源性细菌性疾病	A28.900
麻风[汉森病]	A30
未定类麻风	A30.0
未定类麻风	A30.000
结核样型麻风	A30.1
结核样型麻风	A30.100
偏结核样型界线类麻风	A30.2
偏结核样型界线类麻风	A30.200
中间界线类麻风	A30.3
中间界线类麻风	A30.300
偏瘤型界线类麻风	A30.4
偏瘤型界线类麻风	A30.400
瘤型麻风	A30.5
瘤型麻风	A30.500
其他形式的麻风	A30.8
麻风，其他形式的	A30.800
未特指的麻风	A30.9
麻风	A30.900
其他分枝杆菌感染	A31
肺分枝杆菌感染	A31.0
肺分枝杆菌感染	A31.000
肺非典型分枝杆菌病	A31.001
鸟-胞内复合分枝杆菌感染	A31.002
皮肤分枝杆菌感染	A31.1
皮肤分枝杆菌感染	A31.100
伯鲁里溃疡	A31.101
海分枝杆菌感染	A31.102
其他分枝杆菌感染	A31.8
分枝杆菌感染，其他的	A31.800
淋巴结分枝杆菌感染	A31.801
足分枝杆菌病	A31.802
播散性非结核分枝杆菌病	A31.803
未特指的分枝杆菌感染	A31.9
分枝杆菌感染	A31.900
非典型分枝杆菌感染	A31.901
利斯特菌病	A32
皮肤利斯特菌病	A32.0
皮肤利斯特菌病	A32.000
利斯特菌性脑膜炎和脑膜脑炎	A32.1+
利斯特菌性脑膜炎和脑膜脑炎	A32.100†
利斯特菌性脑膜炎	A32.101†G01*
利斯特菌性脑膜脑炎	A32.102†G05.0*
利斯特菌脓毒病	A32.7
利斯特菌败血症	A32.700
单核细胞增多性利斯特菌败血症	A32.701
其他形式的利斯特菌病	A32.8
利斯特菌病，其他形式的	A32.800
利斯特菌性大脑动脉炎	A32.801†I68.1*
利斯特菌性心内膜炎	A32.802†I39.8*
眼腺利斯特菌病	A32.803
未特指的利斯特菌病	A32.9
利斯特菌病	A32.900
新生儿破伤风	A33
新生儿破伤风	A33.x00
产科破伤风	A34
产科破伤风	A34.x00
其他破伤风	A35
破伤风，其他的	A35.x00
白喉	A36
咽白喉	A36.0
咽白喉	A36.000
鼻咽白喉	A36.1
鼻咽白喉	A36.100
喉白喉	A36.2
喉白喉	A36.200
白喉性喉气管炎	A36.201
皮肤白喉	A36.3
皮肤白喉	A36.300
其他白喉	A36.8
白喉,其他的	A36.800
白喉性结膜炎	A36.801†H13.1*
白喉性心肌炎	A36.802†I41.0*
白喉性多神经炎	A36.803†G63.0*
未特指的白喉	A36.9
