沙门菌小肠炎	A02.009	{"0_core_term": ["沙门菌", "炎"], "1_region_term": ["小肠"]}
猪霍乱沙门菌肠炎	A02.010	{"0_core_term": ["沙门菌", "肠炎"], "dummy_term": ["猪霍乱"]}
沙门菌败血症	A02.101	{"0_core_term": ["沙门菌", "败血症"]}
鼠伤寒沙门菌败血症	A02.102	{"0_core_term": ["伤寒", "沙门菌", "败血症"], "5_others_term": ["鼠"]}
猪霍乱沙门菌败血症	A02.103	{"0_core_term": ["沙门菌", "败血症"], "dummy_term": ["猪霍乱"]}
沙门菌脓毒血症	A02.104	{"0_core_term": ["沙门菌"], "dummy_term": ["脓", "毒血症"]}
沙门菌性肺炎	A02.201+J17.0*	{"0_core_term": ["沙门菌"], "dummy_term": ["性肺炎"]}
沙门菌性关节炎	A02.202+M01.3*	{"0_core_term": ["沙门菌", "关节炎"], "5_others_term": ["性"]}
沙门菌性脑膜炎	A02.203+G01*	{"0_core_term": ["沙门菌", "脑膜炎"], "5_others_term": ["性"]}
沙门菌性肾小管间质病	A02.204+N16.0*	{"0_core_term": ["沙门菌", "间质病"], "dummy_term": ["肾小管"], "5_others_term": ["性"]}
沙门菌性骨髓炎	A02.205+M90.2*	{"0_core_term": ["沙门菌", "骨髓炎"], "5_others_term": ["性"]}
沙门菌感染	A02.901	{"0_core_term": ["沙门菌", "感染"]}
鼠伤寒沙门菌感染	A02.902	{"0_core_term": ["伤寒", "沙门菌", "感染"], "5_others_term": ["鼠"]}
沙门菌属食物中毒	A02.903	{"0_core_term": ["沙门菌", "食物中毒"], "dummy_term": ["属"]}
亚利桑那菌感染	A02.904	{"0_core_term": ["感染"], "dummy_term": ["亚利桑那", "菌"]}
猪霍乱沙门菌感染	A02.905	{"0_core_term": ["沙门菌", "感染"], "dummy_term": ["猪霍乱"]}
痢疾志贺菌痢疾	A03.001	{"0_core_term": ["痢疾", "菌痢"], "dummy_term": ["志", "贺", "疾"]}
福氏志贺菌痢疾	A03.101	{"0_core_term": ["菌痢"], "dummy_term": ["福", "氏", "志", "贺", "疾"]}
鲍氏志贺菌痢疾	A03.201	{"0_core_term": ["菌痢"], "dummy_term": ["鲍", "氏", "志", "贺", "疾"]}
宋内志贺菌痢疾	A03.301	{"0_core_term": ["菌痢"], "2_type_term": ["内"], "dummy_term": ["宋", "志", "贺", "疾"]}
不定型志贺菌痢疾	A03.801	{"0_core_term": ["菌痢"], "dummy_term": ["不定型", "志", "贺", "疾"]}
菌痢混合感染	A03.802	{"0_core_term": ["菌痢", "感染"], "2_type_term": ["混合"]}
急性细菌性痢疾	A03.901	{"2_type_term": ["急性"], "dummy_term": ["细菌性痢疾"]}
慢性细菌性痢疾急性发作	A03.902	{"2_type_term": ["慢性", "急性"], "dummy_term": ["细菌性痢疾"], "5_others_term": ["发作"]}
慢性迁延型菌痢	A03.903	{"0_core_term": ["菌痢"], "2_type_term": ["慢性", "迁延型"]}
慢性细菌性痢疾	A03.904	{"2_type_term": ["慢性"], "dummy_term": ["细菌性痢疾"]}
慢性隐匿型菌痢	A03.905	{"0_core_term": ["菌痢"], "2_type_term": ["慢性", "隐匿型"]}
中毒型菌痢	A03.906	{"0_core_term": ["菌痢"], "2_type_term": ["中毒型"]}
中毒型菌痢休克型	A03.907	{"0_core_term": ["菌痢"], "2_type_term": ["中毒型", "休克型"]}
中毒型菌痢脑型	A03.908	{"0_core_term": ["菌痢"], "2_type_term": ["中毒型", "脑型"]}
中毒型菌痢混合型	A03.909	{"0_core_term": ["菌痢"], "2_type_term": ["中毒型", "混合型"]}
新生儿肠致病性大肠杆菌肠炎	A04.001	{"0_core_term": ["大肠杆菌", "肠炎"], "1_region_term": ["新生儿", "肠"], "dummy_term": ["致病性"]}
肠致病性大肠杆菌肠炎	A04.002	{"0_core_term": ["大肠杆菌", "肠炎"], "1_region_term": ["肠"], "dummy_term": ["致病性"]}
肠毒性大肠杆菌肠炎	A04.101	{"0_core_term": ["大肠杆菌", "肠炎"], "2_type_term": ["毒性"], "1_region_term": ["肠"]}
新生儿肠毒性大肠杆菌肠炎	A04.102	{"0_core_term": ["大肠杆菌", "肠炎"], "2_type_term": ["毒性"], "1_region_term": ["新生儿", "肠"]}
肠侵袭性大肠杆菌肠炎	A04.201	{"0_core_term": ["大肠杆菌", "肠炎"], "2_type_term": ["侵袭性"], "1_region_term": ["肠"]}
新生儿肠侵袭性大肠杆菌肠炎	A04.202	{"0_core_term": ["大肠杆菌", "肠炎"], "2_type_term": ["侵袭性"], "1_region_term": ["新生儿", "肠"]}
肠出血性大肠杆菌肠炎	A04.301	{"0_core_term": ["大肠杆菌", "肠炎"], "2_type_term": ["出血性"], "1_region_term": ["肠"]}
新生儿肠出血性大肠杆菌肠炎	A04.302	{"0_core_term": ["大肠杆菌", "肠炎"], "2_type_term": ["出血性"], "1_region_term": ["新生儿", "肠"]}
大肠杆菌肠炎	A04.401	{"0_core_term": ["大肠杆菌", "肠炎"]}
新生儿大肠杆菌肠炎	A04.402	{"0_core_term": ["大肠杆菌", "肠炎"], "1_region_term": ["新生儿"]}
新生儿肠粘附性大肠杆菌肠炎	A04.403	{"0_core_term": ["大肠杆菌", "肠炎"], "1_region_term": ["新生儿", "肠"], "dummy_term": ["粘附"], "5_others_term": ["性"]}
肠粘附性大肠杆菌肠炎	A04.404	{"0_core_term": ["大肠杆菌", "肠炎"], "1_region_term": ["肠"], "dummy_term": ["粘附"], "5_others_term": ["性"]}
弯曲菌肠炎	A04.501	{"0_core_term": ["肠炎"], "2_type_term": ["弯曲"], "dummy_term": ["菌"]}
耶尔森菌肠炎	A04.601	{"0_core_term": ["肠炎"], "dummy_term": ["耶尔森", "菌"]}
假膜性肠炎[难辨梭状芽孢杆菌肠炎]	A04.701	{"0_core_term": ["肠炎", "杆菌", "肠炎"], "2_type_term": ["假膜性"], "dummy_term": ["难辨", "梭", "状", "芽孢"]}
抗生素相关性肠炎	A04.702	{"0_core_term": ["肠炎"], "2_type_term": ["相关性"], "dummy_term": ["抗生素"]}
吡邻单胞菌肠炎	A04.801	{"0_core_term": ["肠炎"], "dummy_term": ["吡", "邻", "单胞菌"]}
变形杆菌肠炎	A04.802	{"0_core_term": ["肠炎"], "dummy_term": ["变形杆菌"]}
产气杆菌肠炎	A04.803	{"0_core_term": ["杆菌", "肠炎"], "dummy_term": ["产", "气"]}
肠道厌氧菌感染	A04.804	{"0_core_term": ["厌氧菌", "感染"], "1_region_term": ["肠道"]}
副溶血弧菌肠炎	A04.806	{"0_core_term": ["肠炎"], "2_type_term": ["副"], "dummy_term": ["溶血", "弧菌"]}
金黄色葡萄球菌肠炎	A04.807	{"0_core_term": ["肠炎"], "dummy_term": ["金黄色"]}
绿脓杆菌肠炎	A04.808	{"0_core_term": ["肠炎"], "dummy_term": ["绿脓杆菌"]}
嗜水气单胞菌肠炎	A04.810	{"0_core_term": ["肠炎"], "dummy_term": ["嗜", "水气", "单胞菌"]}
细菌性肠炎	A04.902	{"0_core_term": ["肠炎"], "2_type_term": ["细菌性"]}
细菌性结肠炎	A04.903	{"0_core_term": ["结肠炎"], "2_type_term": ["细菌性"]}
葡萄球菌食物中毒	A05.001	{"0_core_term": ["食物中毒"]}
肉毒中毒	A05.101	{"0_core_term": ["中毒"], "dummy_term": ["肉", "毒"]}
急性出血性坏死性肠炎	A05.202	{"0_core_term": ["肠炎"], "2_type_term": ["急性", "出血性", "坏死性"]}
副溶血性弧菌食物中毒	A05.301	{"0_core_term": ["食物中毒"], "2_type_term": ["副", "溶血性"], "dummy_term": ["弧菌"]}
蜡样芽胞杆菌食物中毒	A05.401	{"0_core_term": ["杆菌", "食物中毒"], "dummy_term": ["蜡", "芽", "胞"], "5_others_term": ["样"]}
细菌性食物中毒	A05.901	{"0_core_term": ["食物中毒"], "2_type_term": ["细菌性"]}
阿米巴肠炎	A06.001	{"0_core_term": ["肠炎"], "dummy_term": ["阿米巴"]}
急性阿米巴痢疾	A06.004	{"0_core_term": ["痢疾"], "2_type_term": ["急性"], "dummy_term": ["阿米巴"]}
急性肠阿米巴病	A06.005	{"0_core_term": ["阿米巴病"], "2_type_term": ["急性"], "1_region_term": ["肠"]}
肠阿米巴病	A06.008	{"0_core_term": ["阿米巴病"], "1_region_term": ["肠"]}
慢性肠阿米巴病	A06.101	{"0_core_term": ["阿米巴病"], "2_type_term": ["慢性"], "1_region_term": ["肠"]}
阿米巴肠溃疡	A06.102	{"dummy_term": ["阿米巴", "肠溃疡"]}
非痢疾性阿米巴结肠炎	A06.201	{"0_core_term": ["结肠炎"], "2_type_term": ["痢疾性"], "dummy_term": ["阿米巴"], "3_judge_term": ["非"]}
阿米巴肉芽肿	A06.301	{"0_core_term": ["肉芽肿"], "dummy_term": ["阿米巴"]}
肝阿米巴病[阿米巴肝脓肿]	A06.401	{"0_core_term": ["阿米巴病", "脓肿"], "1_region_term": ["肝", "肝"], "dummy_term": ["阿米巴"]}
肺阿米巴病[阿米巴肺脓肿]	A06.502+J99.8*	{"0_core_term": ["阿米巴病", "脓肿"], "1_region_term": ["肺", "肺"], "dummy_term": ["阿米巴"]}
阿米巴脑脓肿	A06.601+G07*	{"0_core_term": ["脓肿"], "1_region_term": ["脑"], "dummy_term": ["阿米巴"]}
皮肤阿米巴病	A06.703	{"0_core_term": ["阿米巴病"], "1_region_term": ["皮肤"]}
阿米巴膀胱炎	A06.801	{"0_core_term": ["膀胱炎"], "dummy_term": ["阿米巴"]}
阿米巴阑尾炎	A06.802	{"0_core_term": ["阑尾炎"], "dummy_term": ["阿米巴"]}
阿米巴精囊炎	A06.803	{"0_core_term": ["精囊炎"], "dummy_term": ["阿米巴"]}
阿米巴龟头炎	A06.804+N51.2*	{"0_core_term": ["龟头炎"], "dummy_term": ["阿米巴"]}
阿米巴病	A06.901	{"0_core_term": ["阿米巴病"]}
阿米巴感染	A06.902	{"0_core_term": ["感染"], "dummy_term": ["阿米巴"]}
小袋纤毛虫病	A07.001	{"2_type_term": ["虫病"], "dummy_term": ["小袋", "纤毛"]}
贾第虫病	A07.101	{"2_type_term": ["虫病"], "dummy_term": ["贾", "第"]}
隐孢子虫病	A07.201	{"2_type_term": ["虫病"], "dummy_term": ["隐", "孢子"]}
等孢球虫病	A07.301	{"dummy_term": ["等", "孢", "球虫病"]}
肠道球虫病	A07.302	{"1_region_term": ["肠道"], "dummy_term": ["球虫病"]}
肠道滴虫病	A07.801	{"0_core_term": ["滴虫病"], "1_region_term": ["肠道"]}
肉孢子虫病	A07.802	{"2_type_term": ["虫病"], "dummy_term": ["肉", "孢子"]}
肠道原虫感染	A07.901	{"0_core_term": ["感染"], "1_region_term": ["肠道"], "dummy_term": ["原虫"]}
轮状病毒性肠炎	A08.001	{"0_core_term": ["肠炎"], "dummy_term": ["轮状病毒"], "5_others_term": ["性"]}
诺沃克病毒性肠炎	A08.101	{"0_core_term": ["肠炎"], "2_type_term": ["病毒性"], "dummy_term": ["诺", "沃", "克"]}
腺病毒性肠炎	A08.201	{"0_core_term": ["腺病", "肠炎"], "2_type_term": ["毒性"]}
柯萨奇病毒性肠炎	A08.301	{"0_core_term": ["肠炎"], "2_type_term": ["病毒性"], "dummy_term": ["柯", "萨", "奇"]}
EB病毒性肠炎	A08.302	{"0_core_term": ["肠炎"], "2_type_term": ["病毒性"], "dummy_term": ["EB"]}
病毒性肠炎	A08.401	{"0_core_term": ["肠炎"], "2_type_term": ["病毒性"]}
病毒性胃肠炎	A08.402	{"0_core_term": ["胃肠炎"], "2_type_term": ["病毒性"]}
病毒性小肠炎	A08.403	{"0_core_term": ["炎"], "2_type_term": ["病毒性"], "1_region_term": ["小肠"]}
肠道感染	A09.001	{"0_core_term": ["感染"], "1_region_term": ["肠道"]}
感染性腹泻	A09.002	{"0_core_term": ["腹泻"], "2_type_term": ["感染性"]}
流行性肠炎	A09.003	{"0_core_term": ["肠炎"], "2_type_term": ["流行性"]}
脓毒性肠炎	A09.004	{"0_core_term": ["肠炎"], "2_type_term": ["毒性"], "dummy_term": ["脓"]}
急性出血性肠炎	A09.005	{"0_core_term": ["肠炎"], "2_type_term": ["急性", "出血性"]}
出血性结肠炎	A09.006	{"0_core_term": ["结肠炎"], "2_type_term": ["出血性"]}
胃肠炎	A09.901	{"0_core_term": ["胃肠炎"]}
急性胃肠炎	A09.902	{"0_core_term": ["胃肠炎"], "2_type_term": ["急性"]}
急性肠炎	A09.903	{"0_core_term": ["肠炎"], "2_type_term": ["急性"]}
急性小肠炎	A09.904	{"0_core_term": ["炎"], "2_type_term": ["急性"], "1_region_term": ["小肠"]}
急性结肠炎	A09.905	{"0_core_term": ["结肠炎"], "2_type_term": ["急性"]}
肠炎	A09.906	{"0_core_term": ["肠炎"]}
婴儿肠炎	A09.907	{"0_core_term": ["肠炎"], "1_region_term": ["婴儿"]}
小儿肠炎	A09.908	{"0_core_term": ["肠炎"], "1_region_term": ["小儿"]}
肺结核(显微镜检证实)	A15.001	{"0_core_term": ["结核"], "1_region_term": ["肺"], "dummy_term": ["显微镜", "检", "证实"]}
肺结核(仅痰涂片证实)	A15.002	{"0_core_term": ["结核"], "1_region_term": ["肺"], "dummy_term": ["仅", "片", "证实"]}
肺结核(痰涂片及培养均证实)	A15.003	{"0_core_term": ["结核"], "1_region_term": ["肺"], "4_connect_term": ["及"], "dummy_term": ["片", "培养", "均", "证实"]}
继发性肺结核(初治,单耐药)涂阳培阳	A15.010	{"0_core_term": ["结核", "涂阳"], "2_type_term": ["继发性", "初治", "单"], "dummy_term": ["耐药", "培", "阳"], "1_region_term": ["肺"]}
继发性肺结核(初治,单耐药)涂阴培阳	A15.011	{"0_core_term": ["结核"], "2_type_term": ["继发性", "初治", "单", "阴"], "dummy_term": ["耐药", "涂", "培", "阳"], "1_region_term": ["肺"]}
继发性肺结核(初治,多耐药)涂阳培阳	A15.012	{"0_core_term": ["结核", "涂阳"], "2_type_term": ["继发性", "初治", "多"], "dummy_term": ["耐药", "培", "阳"], "1_region_term": ["肺"]}
继发性肺结核(初治,多耐药)涂阴培阳	A15.013	{"0_core_term": ["结核"], "2_type_term": ["继发性", "初治", "多", "阴"], "dummy_term": ["耐药", "涂", "培", "阳"], "1_region_term": ["肺"]}
继发性肺结核(初治,广泛耐药)涂阳培阳	A15.014	{"0_core_term": ["结核", "涂阳"], "2_type_term": ["继发性", "初治"], "dummy_term": ["广泛", "耐药", "培", "阳"], "1_region_term": ["肺"]}
继发性肺结核(初治,广泛耐药)涂阴培阳	A15.015	{"0_core_term": ["结核"], "2_type_term": ["继发性", "初治", "阴"], "dummy_term": ["广泛", "耐药", "涂", "培", "阳"], "1_region_term": ["肺"]}
继发性肺结核(初治,耐多药)涂阳培阳	A15.016	{"0_core_term": ["结核", "涂阳"], "2_type_term": ["继发性", "初治", "多"], "dummy_term": ["耐", "培", "阳"], "1_region_term": ["肺"], "5_others_term": ["药"]}
继发性肺结核(初治,耐多药)涂阴培阳	A15.017	{"0_core_term": ["结核"], "2_type_term": ["继发性", "初治", "多", "阴"], "dummy_term": ["耐", "涂", "培", "阳"], "1_region_term": ["肺"], "5_others_term": ["药"]}
继发性肺结核(初治,药物敏感)涂阳培阳	A15.018	{"0_core_term": ["结核", "药物", "涂阳"], "2_type_term": ["继发性", "初治"], "dummy_term": ["敏感", "培", "阳"], "1_region_term": ["肺"]}
继发性肺结核(初治,药物敏感)涂阴培阳	A15.019	{"0_core_term": ["结核", "药物"], "2_type_term": ["继发性", "初治", "阴"], "dummy_term": ["敏感", "涂", "培", "阳"], "1_region_term": ["肺"]}
继发性肺结核(复治,单耐药)涂阳培阳	A15.020	{"0_core_term": ["结核", "涂阳"], "2_type_term": ["继发性", "单"], "dummy_term": ["复", "治", "耐药", "培", "阳"], "1_region_term": ["肺"]}
继发性肺结核(复治,单耐药)涂阴培阳	A15.021	{"0_core_term": ["结核"], "2_type_term": ["继发性", "单", "阴"], "dummy_term": ["复", "治", "耐药", "涂", "培", "阳"], "1_region_term": ["肺"]}
继发性肺结核(复治,多耐药)涂阳培阳	A15.022	{"0_core_term": ["结核", "涂阳"], "2_type_term": ["继发性", "多"], "dummy_term": ["复", "治", "耐药", "培", "阳"], "1_region_term": ["肺"]}
继发性肺结核(复治,多耐药)涂阴培阳	A15.023	{"0_core_term": ["结核"], "2_type_term": ["继发性", "多", "阴"], "dummy_term": ["复", "治", "耐药", "涂", "培", "阳"], "1_region_term": ["肺"]}
继发性肺结核(复治,广泛耐药)涂阳培阳	A15.024	{"0_core_term": ["结核", "涂阳"], "2_type_term": ["继发性"], "dummy_term": ["复", "治", "广泛", "耐药", "培", "阳"], "1_region_term": ["肺"]}
继发性肺结核(复治,广泛耐药)涂阴培阳	A15.025	{"0_core_term": ["结核"], "2_type_term": ["继发性", "阴"], "dummy_term": ["复", "治", "广泛", "耐药", "涂", "培", "阳"], "1_region_term": ["肺"]}
继发性肺结核(复治,耐多药)涂阳培阳	A15.026	{"0_core_term": ["结核", "涂阳"], "2_type_term": ["继发性", "多"], "dummy_term": ["复", "治", "耐", "培", "阳"], "1_region_term": ["肺"], "5_others_term": ["药"]}
继发性肺结核(复治,耐多药)涂阴培阳	A15.027	{"0_core_term": ["结核"], "2_type_term": ["继发性", "多", "阴"], "dummy_term": ["复", "治", "耐", "涂", "培", "阳"], "1_region_term": ["肺"], "5_others_term": ["药"]}
继发性肺结核(复治,药物敏感)涂阳培阳	A15.028	{"0_core_term": ["结核", "药物", "涂阳"], "2_type_term": ["继发性"], "dummy_term": ["复", "治", "敏感", "培", "阳"], "1_region_term": ["肺"]}
继发性肺结核(复治,药物敏感)涂阴培阳	A15.029	{"0_core_term": ["结核", "药物"], "2_type_term": ["继发性", "阴"], "dummy_term": ["复", "治", "敏感", "涂", "培", "阳"], "1_region_term": ["肺"]}
肺结核(仅痰培养证实)	A15.101	{"0_core_term": ["结核"], "1_region_term": ["肺"], "dummy_term": ["仅", "痰", "培养", "证实"]}
肺结核(组织学证实)	A15.201	{"0_core_term": ["结核"], "1_region_term": ["肺"], "dummy_term": ["组织学", "证实"]}
肺门淋巴结结核(细菌学和组织学证实)	A15.401	{"0_core_term": ["结核"], "1_region_term": ["肺门", "淋巴结"], "4_connect_term": ["和"], "dummy_term": ["细菌学", "组织学", "证实"]}
喉结核(细菌学和组织学证实)	A15.501	{"1_region_term": ["喉结"], "2_type_term": ["核"], "4_connect_term": ["和"], "dummy_term": ["细菌学", "组织学", "证实"]}
气管结核(细菌学和组织学证实)	A15.502	{"0_core_term": ["结核"], "1_region_term": ["气管"], "4_connect_term": ["和"], "dummy_term": ["细菌学", "组织学", "证实"]}
支气管结核(细菌学和组织学证实)	A15.503	{"0_core_term": ["结核"], "1_region_term": ["支气管"], "4_connect_term": ["和"], "dummy_term": ["细菌学", "组织学", "证实"]}
声带结核(细菌学和组织学证实)	A15.504	{"0_core_term": ["结核"], "1_region_term": ["声带"], "4_connect_term": ["和"], "dummy_term": ["细菌学", "组织学", "证实"]}
支气管结核(初治,单耐药)涂阳培阳	A15.510	{"0_core_term": ["结核", "涂阳"], "2_type_term": ["初治", "单"], "dummy_term": ["耐药", "培", "阳"], "1_region_term": ["支气管"]}
支气管结核(初治,单耐药)涂阴培阳	A15.511	{"0_core_term": ["结核"], "2_type_term": ["初治", "单", "阴"], "dummy_term": ["耐药", "涂", "培", "阳"], "1_region_term": ["支气管"]}
支气管结核(初治,多耐药)涂阳培阳	A15.512	{"0_core_term": ["结核", "涂阳"], "2_type_term": ["初治", "多"], "dummy_term": ["耐药", "培", "阳"], "1_region_term": ["支气管"]}
支气管结核(初治,多耐药)涂阴培阳	A15.513	{"0_core_term": ["结核"], "2_type_term": ["初治", "多", "阴"], "dummy_term": ["耐药", "涂", "培", "阳"], "1_region_term": ["支气管"]}
支气管结核(初治,广泛耐药)涂阳培阳	A15.514	{"0_core_term": ["结核", "涂阳"], "2_type_term": ["初治"], "dummy_term": ["广泛", "耐药", "培", "阳"], "1_region_term": ["支气管"]}
支气管结核(初治,广泛耐药)涂阴培阳	A15.515	{"0_core_term": ["结核"], "2_type_term": ["初治", "阴"], "dummy_term": ["广泛", "耐药", "涂", "培", "阳"], "1_region_term": ["支气管"]}
支气管结核(初治,耐多药)涂阳培阳	A15.516	{"0_core_term": ["结核", "涂阳"], "2_type_term": ["初治", "多"], "dummy_term": ["耐", "培", "阳"], "1_region_term": ["支气管"], "5_others_term": ["药"]}
支气管结核(初治,耐多药)涂阴培阳	A15.517	{"0_core_term": ["结核"], "2_type_term": ["初治", "多", "阴"], "dummy_term": ["耐", "涂", "培", "阳"], "1_region_term": ["支气管"], "5_others_term": ["药"]}
支气管结核(初治,药物敏感)涂阳培阳	A15.518	{"0_core_term": ["结核", "药物", "涂阳"], "2_type_term": ["初治"], "dummy_term": ["敏感", "培", "阳"], "1_region_term": ["支气管"]}
支气管结核(初治,药物敏感)涂阴培阳	A15.519	{"0_core_term": ["结核", "药物"], "2_type_term": ["初治", "阴"], "dummy_term": ["敏感", "涂", "培", "阳"], "1_region_term": ["支气管"]}
支气管结核(复治,单耐药)涂阳培阳	A15.520	{"0_core_term": ["结核", "涂阳"], "2_type_term": ["单"], "dummy_term": ["复", "治", "耐药", "培", "阳"], "1_region_term": ["支气管"]}
支气管结核(复治,单耐药)涂阴培阳	A15.521	{"0_core_term": ["结核"], "2_type_term": ["单", "阴"], "dummy_term": ["复", "治", "耐药", "涂", "培", "阳"], "1_region_term": ["支气管"]}
支气管结核(复治,多耐药)涂阳培阳	A15.522	{"0_core_term": ["结核", "涂阳"], "2_type_term": ["多"], "dummy_term": ["复", "治", "耐药", "培", "阳"], "1_region_term": ["支气管"]}
支气管结核(复治,多耐药)涂阴培阳	A15.523	{"0_core_term": ["结核"], "2_type_term": ["多", "阴"], "dummy_term": ["复", "治", "耐药", "涂", "培", "阳"], "1_region_term": ["支气管"]}
支气管结核(复治,广泛耐药)涂阳培阳	A15.524	{"0_core_term": ["结核", "涂阳"], "1_region_term": ["支气管"], "dummy_term": ["复", "治", "广泛", "耐药", "培", "阳"]}
支气管结核(复治,广泛耐药)涂阴培阳	A15.525	{"0_core_term": ["结核"], "2_type_term": ["阴"], "dummy_term": ["复", "治", "广泛", "耐药", "涂", "培", "阳"], "1_region_term": ["支气管"]}
支气管结核(复治,耐多药)涂阳培阳	A15.526	{"0_core_term": ["结核", "涂阳"], "2_type_term": ["多"], "dummy_term": ["复", "治", "耐", "培", "阳"], "1_region_term": ["支气管"], "5_others_term": ["药"]}
支气管结核(复治,耐多药)涂阴培阳	A15.527	{"0_core_term": ["结核"], "2_type_term": ["多", "阴"], "dummy_term": ["复", "治", "耐", "涂", "培", "阳"], "1_region_term": ["支气管"], "5_others_term": ["药"]}
支气管结核(复治,药物敏感)涂阳培阳	A15.528	{"0_core_term": ["结核", "药物", "涂阳"], "1_region_term": ["支气管"], "dummy_term": ["复", "治", "敏感", "培", "阳"]}
支气管结核(复治,药物敏感)涂阴培阳	A15.529	{"0_core_term": ["结核", "药物"], "2_type_term": ["阴"], "dummy_term": ["复", "治", "敏感", "涂", "培", "阳"], "1_region_term": ["支气管"]}
结核性胸膜炎(细菌学和组织学证实)	A15.601	{"0_core_term": ["胸膜炎"], "2_type_term": ["结核性"], "4_connect_term": ["和"], "dummy_term": ["细菌学", "组织学", "证实"]}
鼻咽结核性肉芽肿(组织学证实)	A15.801	{"0_core_term": ["肉芽肿"], "2_type_term": ["结核性"], "dummy_term": ["组织学", "证实"], "1_region_term": ["鼻咽"]}
肺结核(细菌学和组织学检查为阴性)	A16.001	{"5_others_term": ["检查"], "1_region_term": ["肺"], "2_type_term": ["阴性"], "4_connect_term": ["和"], "0_core_term": ["结核"], "dummy_term": ["细菌学", "组织学", "为"]}
支气管结核(细菌学和组织学证实均阴性)	A16.002	{"0_core_term": ["结核"], "2_type_term": ["均阴性"], "4_connect_term": ["和"], "dummy_term": ["细菌学", "组织学", "证实"], "1_region_term": ["支气管"]}
