药物的静脉旁路移植[引导]加压疗法	00.1600	{"0_core_term": ["药物"], "2_type_term": ["移植"], "dummy_term": ["引导", "加压", "疗法"], "1_region_term": ["静脉", "旁路"], "5_others_term": ["的"]}
经活体外血管治疗	00.1601	{"1_region_term": ["血管"], "2_type_term": ["治疗"], "4_connect_term": ["经"], "dummy_term": ["活", "体外"]}
高压移植[引导]	00.1602	{"0_core_term": ["高压"], "2_type_term": ["移植"], "dummy_term": ["引导"]}
血管加压剂灌注	00.1700	{"1_region_term": ["血管"], "dummy_term": ["加压", "剂", "灌注"]}
输注免疫抑制抗体疗法	00.1800	{"0_core_term": ["免疫抑制", "抗体"], "dummy_term": ["输注", "疗法"]}
单克隆抗体治疗	00.1801	{"0_core_term": ["抗体"], "2_type_term": ["治疗"], "dummy_term": ["单克隆"]}
多克隆抗体治疗	00.1802	{"0_core_term": ["抗体"], "2_type_term": ["治疗"], "dummy_term": ["多克", "隆"]}
经输注的血脑屏障破坏术[BBBD]	00.1900	{"0_core_term": ["破坏", "BD"], "4_connect_term": ["经"], "dummy_term": ["输注", "血脑屏障", "术", "BB"], "5_others_term": ["的"]}
颅外脑血管的血管内显像	00.2100	{"1_region_term": ["颅外", "脑血管", "血管内"], "dummy_term": ["显像"], "5_others_term": ["的"]}
颈动脉血管内超声(IVUS)	00.2101	{"1_region_term": ["颈动脉", "血管内"], "2_type_term": ["IV"], "dummy_term": ["超声", "US"]}
颅外脑血管血管内超声(IVUS)	00.2102	{"1_region_term": ["颅外", "脑血管", "血管内"], "2_type_term": ["IV"], "dummy_term": ["超声", "US"]}
胸内血管的血管内显像	00.2200	{"1_region_term": ["胸内", "血管", "血管内"], "dummy_term": ["显像"], "5_others_term": ["的"]}
胸内血管血管内超声(IVUS)	00.2201	{"1_region_term": ["胸内", "血管", "血管内"], "2_type_term": ["IV"], "dummy_term": ["超声", "US"]}
胸主动脉血管内超声(IVUS)	00.2202	{"1_region_term": ["胸主", "动脉", "血管内"], "2_type_term": ["IV"], "dummy_term": ["超声", "US"]}
周围血管的血管内显像	00.2300	{"1_region_term": ["血管", "血管内"], "dummy_term": ["显像"], "5_others_term": ["周围", "的"]}
周围血管血管内超声(IVUS)	00.2300x002	{"1_region_term": ["血管", "血管内"], "2_type_term": ["IV"], "dummy_term": ["超声", "US"], "5_others_term": ["周围"]}
上肢血管血管内超声(IVUS)	00.2300x003	{"1_region_term": ["上肢", "血管", "血管内"], "2_type_term": ["IV"], "dummy_term": ["超声", "US"]}
下肢血管血管内超声(IVUS)	00.2300x004	{"1_region_term": ["下肢", "血管", "血管内"], "2_type_term": ["IV"], "dummy_term": ["超声", "US"]}
冠状血管的血管内显像	00.2400	{"1_region_term": ["冠状血管", "血管内"], "dummy_term": ["显像"], "5_others_term": ["的"]}
冠状动脉血管内超声(IVUS)	00.2400x001	{"1_region_term": ["冠状动脉", "血管内"], "2_type_term": ["IV"], "dummy_term": ["超声", "US"]}
肾血管的血管内显像	00.2500	{"1_region_term": ["肾", "血管", "血管内"], "dummy_term": ["显像"], "5_others_term": ["的"]}
肾血管血管内超声(IVUS)	00.2500x002	{"1_region_term": ["肾", "血管", "血管内"], "2_type_term": ["IV"], "dummy_term": ["超声", "US"]}
血管内显像，其他特指的血管	00.2800	{"1_region_term": ["血管内", "血管"], "dummy_term": ["显像", "其他", "特指"], "5_others_term": ["的"]}
血管内显像	00.2900	{"1_region_term": ["血管内"], "dummy_term": ["显像"]}
血管内超声	00.2900x001	{"1_region_term": ["血管内"], "dummy_term": ["超声"]}
CT/CTA的计算机辅助外科手术	00.3100	{"0_core_term": ["TA"], "2_type_term": ["C"], "dummy_term": ["CT", "/", "计算机辅助", "外科手术"], "5_others_term": ["的"]}
CT导航计算机辅助外科手术	00.3101	{"dummy_term": ["CT", "导航", "计算机辅助", "外科手术"]}
MR/MRA的计算机辅助外科手术	00.3200	{"0_core_term": ["RA"], "dummy_term": ["MR", "/", "M", "计算机辅助", "外科手术"], "5_others_term": ["的"]}
MR神经导航计算机辅助外科手术	00.3201	{"1_region_term": ["神经"], "dummy_term": ["MR", "导航", "计算机辅助", "外科手术"]}
MRA神经导航辅助外科	00.3200x001	{"0_core_term": ["RA"], "1_region_term": ["神经"], "dummy_term": ["M", "导航", "外科"], "5_others_term": ["辅助"]}
荧光透视的计算机辅助外科手术	00.3300	{"dummy_term": ["荧光", "透视", "计算机辅助", "外科手术"], "5_others_term": ["的"]}
非显像导航计算机辅助外科手术	00.3400	{"3_judge_term": ["非"], "dummy_term": ["显像", "导航", "计算机辅助", "外科手术"]}
磁导航计算机辅助外科	00.3400x002	{"dummy_term": ["磁", "导航", "计算机辅助", "外科"]}
多数据的计算机辅助外科手术	00.3500	{"dummy_term": ["多数", "据", "计算机辅助", "外科手术"], "5_others_term": ["的"]}
显像导航计算机辅助外科	00.3500x001	{"dummy_term": ["显像", "导航", "计算机辅助", "外科"]}
其他计算机辅助外科手术	00.3900	{"dummy_term": ["其他", "计算机辅助", "外科手术"]}
计算机辅助外科	00.3900x001	{"dummy_term": ["计算机辅助", "外科"]}
单根血管操作	00.4000	{"1_region_term": ["血管"], "dummy_term": ["单根", "操作"]}
两根血管操作	00.4100	{"1_region_term": ["血管"], "dummy_term": ["两根", "操作"]}
三根血管操作	00.4200	{"1_region_term": ["血管"], "dummy_term": ["三根", "操作"]}
四根或更多根血管操作	00.4300	{"1_region_term": ["血管"], "4_connect_term": ["或"], "dummy_term": ["四根", "更", "操作"], "5_others_term": ["多根"]}
四根血管操作	00.4301	{"1_region_term": ["血管"], "dummy_term": ["四根", "操作"]}
四根以上血管操作	00.4302	{"1_region_term": ["血管"], "dummy_term": ["四根", "以上", "操作"]}
分支血管操作	00.4400	{"0_core_term": ["分支"], "1_region_term": ["血管"], "dummy_term": ["操作"]}
血管分叉部位的操作	00.4400x001	{"1_region_term": ["血管", "部位"], "dummy_term": ["分叉", "操作"], "5_others_term": ["的"]}
置入一根血管的支架	00.4500	{"0_core_term": ["支架"], "1_region_term": ["血管"], "dummy_term": ["一根"], "5_others_term": ["置入", "的"]}
置入两根血管的支架	00.4600	{"0_core_term": ["支架"], "1_region_term": ["血管"], "dummy_term": ["两根"], "5_others_term": ["置入", "的"]}
置入三根血管的支架	00.4700	{"0_core_term": ["支架"], "1_region_term": ["血管"], "dummy_term": ["三根"], "5_others_term": ["置入", "的"]}
置入四根或更多根血管的支架	00.4800	{"0_core_term": ["支架"], "1_region_term": ["血管"], "4_connect_term": ["或"], "dummy_term": ["四根", "更"], "5_others_term": ["置入", "多根", "的"]}
四根血管支架置入	00.4801	{"0_core_term": ["支架"], "1_region_term": ["血管"], "dummy_term": ["四根"], "5_others_term": ["置入"]}
四根以上血管支架置入	00.4802	{"0_core_term": ["支架"], "1_region_term": ["血管"], "dummy_term": ["四根", "以上"], "5_others_term": ["置入"]}
过饱和氧化治疗	00.4900	{"2_type_term": ["治疗"], "dummy_term": ["过饱和", "氧化"]}
心脏再同步起搏器置入未提及去除心脏纤颤，全系统[CRT-P]	00.5000	{"0_core_term": ["心脏", "心脏", "纤颤", "CRT", "P"], "2_type_term": ["同步", "去除", "全"], "dummy_term": ["再", "起搏器", "未", "提及", "-"], "1_region_term": ["系统"], "5_others_term": ["置入"]}
双心室起搏器置入术	00.5000x001	{"1_region_term": ["心室"], "2_type_term": ["双"], "dummy_term": ["起搏器", "术"], "5_others_term": ["置入"]}
心脏再同步起搏器置入术	00.5001	{"0_core_term": ["心脏"], "2_type_term": ["同步"], "dummy_term": ["再", "起搏器", "术"], "5_others_term": ["置入"]}
心脏再同步起搏器置换术	00.5002	{"0_core_term": ["心脏"], "2_type_term": ["同步"], "dummy_term": ["再", "起搏器", "置换术"]}
心脏再同步除颤器置入，全系统[CRT-D]	00.5100	{"0_core_term": ["心脏", "CRT"], "2_type_term": ["同步", "全", "D"], "dummy_term": ["再", "除颤", "器", "-"], "1_region_term": ["系统"], "5_others_term": ["置入"]}
双心室起搏伴心内除颤器置入术	00.5100x001	{"1_region_term": ["心室"], "2_type_term": ["双"], "4_connect_term": ["伴"], "dummy_term": ["起搏", "心内", "除颤", "器", "术"], "5_others_term": ["置入"]}
心脏再同步除颤器置入术	00.5101	{"0_core_term": ["心脏"], "2_type_term": ["同步"], "dummy_term": ["再", "除颤", "器", "术"], "5_others_term": ["置入"]}
心脏再同步除颤器置换术	00.5102	{"0_core_term": ["心脏"], "2_type_term": ["同步"], "dummy_term": ["再", "除颤", "器", "置换术"]}
置入或置换经静脉入左心室冠状静脉系统的导线[电极]	00.5200	{"1_region_term": ["静脉", "左心室", "冠状静脉", "系统"], "4_connect_term": ["或", "经"], "dummy_term": ["置换", "入", "导线", "电极"], "5_others_term": ["置入", "的"]}
左心室冠状静脉导线[电极]置入术	00.5201	{"1_region_term": ["左心室", "冠状静脉"], "dummy_term": ["导线", "电极", "术"], "5_others_term": ["置入"]}
左心室冠状静脉导线[电极]置换术	00.5202	{"1_region_term": ["左心室", "冠状静脉"], "dummy_term": ["导线", "电极", "置换术"]}
仅置入或置换心脏再同步起搏器脉冲发生器[CRT-P]	00.5300	{"0_core_term": ["心脏", "CRT", "P"], "2_type_term": ["同步"], "4_connect_term": ["或"], "dummy_term": ["仅", "置换", "再", "起搏器", "脉冲", "发生器", "-"], "5_others_term": ["置入"]}
心脏再同步起搏器脉冲发生器置入术	00.5301	{"0_core_term": ["心脏"], "2_type_term": ["同步"], "dummy_term": ["再", "起搏器", "脉冲", "发生器", "术"], "5_others_term": ["置入"]}
心脏再同步起搏器脉冲发生器置换术	00.5302	{"0_core_term": ["心脏"], "2_type_term": ["同步"], "dummy_term": ["再", "起搏器", "脉冲", "发生器", "置换术"]}
仅置入或置换心脏再同步除颤器脉冲发生器装置[CRT-D]	00.5400	{"0_core_term": ["心脏", "CRT"], "2_type_term": ["同步", "D"], "4_connect_term": ["或"], "dummy_term": ["仅", "置换", "再", "除颤", "器", "脉冲", "发生器", "-"], "5_others_term": ["置入", "装置"]}
心脏再同步除颤器脉冲发生器置入术	00.5401	{"0_core_term": ["心脏"], "2_type_term": ["同步"], "dummy_term": ["再", "除颤", "器", "脉冲", "发生器", "术"], "5_others_term": ["置入"]}
心脏再同步除颤器脉冲发生器置换术	00.5402	{"0_core_term": ["心脏"], "2_type_term": ["同步"], "dummy_term": ["再", "除颤", "器", "脉冲", "发生器", "置换术"]}
其他周围血管药物洗脱支架置入	00.5500	{"0_core_term": ["药物", "支架"], "1_region_term": ["血管"], "dummy_term": ["其他", "洗脱"], "5_others_term": ["周围", "置入"]}
经皮降主动脉药物洗脱支架置入术	00.5500x008	{"0_core_term": ["药物"], "1_region_term": ["降主动脉"], "dummy_term": ["洗脱"], "5_others_term": ["经皮", "支架置入术"]}
经皮周围动脉药物洗脱支架置入术	00.5500x009	{"0_core_term": ["药物"], "1_region_term": ["动脉"], "dummy_term": ["洗脱"], "5_others_term": ["经皮", "周围", "支架置入术"]}
经皮周围静脉药物洗脱支架置入术	00.5500x010	{"0_core_term": ["药物"], "1_region_term": ["静脉"], "dummy_term": ["洗脱"], "5_others_term": ["经皮", "周围", "支架置入术"]}
经皮尺动脉药物洗脱支架置入术	00.5500x011	{"0_core_term": ["药物"], "dummy_term": ["尺动脉", "洗脱"], "5_others_term": ["经皮", "支架置入术"]}
经皮腓动脉药物洗脱支架置入术	00.5500x012	{"0_core_term": ["药物"], "1_region_term": ["腓动脉"], "dummy_term": ["洗脱"], "5_others_term": ["经皮", "支架置入术"]}
经皮肱动脉药物洗脱支架置入术	00.5500x013	{"0_core_term": ["药物"], "1_region_term": ["动脉"], "dummy_term": ["肱", "洗脱"], "5_others_term": ["经皮", "支架置入术"]}
经皮桡动脉药物洗脱支架置入术	00.5500x014	{"0_core_term": ["药物"], "1_region_term": ["桡动脉"], "dummy_term": ["洗脱"], "5_others_term": ["经皮", "支架置入术"]}
经皮上肢静脉药物洗脱支架置入术	00.5500x015	{"0_core_term": ["药物"], "1_region_term": ["上肢", "静脉"], "dummy_term": ["洗脱"], "5_others_term": ["经皮", "支架置入术"]}
经皮头臂静脉药物洗脱支架置入术	00.5500x016	{"0_core_term": ["药物"], "1_region_term": ["头", "静脉"], "dummy_term": ["臂", "洗脱"], "5_others_term": ["经皮", "支架置入术"]}
经皮外周动脉可降解支架置入术	00.5500x017	{"1_region_term": ["动脉"], "2_type_term": ["外周"], "dummy_term": ["可降解"], "5_others_term": ["经皮", "支架置入术"]}
经皮锁骨下动脉药物洗脱支架置入术	00.5500x019	{"0_core_term": ["药物"], "1_region_term": ["锁骨下动脉"], "dummy_term": ["洗脱"], "5_others_term": ["经皮", "支架置入术"]}
锁骨下动脉药物洗脱支架置入术	00.5501	{"0_core_term": ["药物"], "1_region_term": ["锁骨下动脉"], "dummy_term": ["洗脱"], "5_others_term": ["支架置入术"]}
股总动脉药物洗脱支架置入术	00.5502	{"0_core_term": ["药物"], "1_region_term": ["股总动脉"], "dummy_term": ["洗脱"], "5_others_term": ["支架置入术"]}
置入或置换植入型压力传感器与导线，用于心内或大血管血液动力学监测	00.5600	{"0_core_term": ["血液"], "1_region_term": ["大血管"], "4_connect_term": ["或", "或"], "dummy_term": ["置换", "型", "压力", "传感器", "与", "导线", "用于", "心内", "动力学", "监测"], "5_others_term": ["置入", "植入"]}
植入型压力传感器与导线的置入，用于心内或大血管血液动力学监测	00.5601	{"0_core_term": ["血液"], "1_region_term": ["大血管"], "4_connect_term": ["或"], "dummy_term": ["型", "压力", "传感器", "与", "导线", "用于", "心内", "动力学", "监测"], "5_others_term": ["植入", "的", "置入"]}
植入型压力传感器与导线的置换，用于心内或大血管血液动力学监测	00.5602	{"0_core_term": ["血液"], "1_region_term": ["大血管"], "4_connect_term": ["或"], "dummy_term": ["型", "压力", "传感器", "与", "导线", "置换", "用于", "心内", "动力学", "监测"], "5_others_term": ["植入", "的"]}
心内或大血管的血流动力学监测皮下装置置入或置换	00.5700	{"0_core_term": ["血流"], "1_region_term": ["大血管", "皮下"], "4_connect_term": ["或", "或"], "dummy_term": ["心内", "动力学", "监测", "置换"], "5_others_term": ["的", "装置", "置入"]}
置入动脉瘤囊内压力监测装置（手术中）	00.5800	{"0_core_term": ["动脉瘤", "手术"], "2_type_term": ["中"], "dummy_term": ["压力", "监测"], "1_region_term": ["囊内"], "5_others_term": ["置入", "装置"]}
冠状动脉血管内压力测量	00.5900	{"1_region_term": ["冠状动脉", "血管内"], "dummy_term": ["压力", "测量"]}
冠脉微循环阻力指数检查[IMR检查]	00.5900x003	{"1_region_term": ["冠脉"], "dummy_term": ["微循环", "阻力", "指数", "IMR"], "5_others_term": ["检查", "检查"]}
冠脉瞬时无波形比值检查[iFR检查]	00.5901	{"1_region_term": ["冠脉"], "2_type_term": ["无"], "dummy_term": ["瞬时", "波形", "比值", "iFR"], "5_others_term": ["检查", "检查"]}
冠状动脉血流储备分数检查	00.5902	{"0_core_term": ["血流"], "1_region_term": ["冠状动脉"], "dummy_term": ["储备", "分数"], "5_others_term": ["检查"]}
表浅股动脉药物洗脱支架置入	00.6000	{"0_core_term": ["药物", "支架"], "2_type_term": ["浅"], "dummy_term": ["表", "洗脱"], "1_region_term": ["股动脉"], "5_others_term": ["置入"]}
经皮股动脉药物洗脱支架置入术	00.6000x001	{"0_core_term": ["药物"], "1_region_term": ["股动脉"], "dummy_term": ["洗脱"], "5_others_term": ["经皮", "支架置入术"]}
颅外血管经皮血管成形术	00.6100	{"1_region_term": ["颅外", "血管", "血管"], "dummy_term": ["成形术"], "5_others_term": ["经皮"]}
经皮颈总动脉球囊扩张成形术	00.6100x008	{"0_core_term": ["扩张"], "1_region_term": ["颈总动脉", "球囊"], "dummy_term": ["成形术"], "5_others_term": ["经皮"]}
经皮颈静脉球囊扩张成形术	00.6100x012	{"0_core_term": ["扩张"], "1_region_term": ["球囊"], "dummy_term": ["颈静脉", "成形术"], "5_others_term": ["经皮"]}
经皮颈动脉球囊扩张成形术	00.6101	{"0_core_term": ["扩张"], "1_region_term": ["颈动脉", "球囊"], "dummy_term": ["成形术"], "5_others_term": ["经皮"]}
经皮椎动脉球囊扩张成形术	00.6102	{"0_core_term": ["扩张"], "1_region_term": ["椎动脉", "球囊"], "dummy_term": ["成形术"], "5_others_term": ["经皮"]}
颅内血管经皮血管成形术	00.6200	{"1_region_term": ["颅内", "血管", "血管"], "dummy_term": ["成形术"], "5_others_term": ["经皮"]}
经皮大脑中动脉球囊扩张成形术	00.6200x005	{"0_core_term": ["扩张"], "1_region_term": ["大脑中", "动脉", "球囊"], "dummy_term": ["成形术"], "5_others_term": ["经皮"]}
经皮基底动脉球囊扩张成形术	00.6201	{"0_core_term": ["扩张"], "1_region_term": ["基底动脉", "球囊"], "dummy_term": ["成形术"], "5_others_term": ["经皮"]}
经皮交通动脉血管球囊扩张成形术	00.6202	{"0_core_term": ["扩张"], "1_region_term": ["球囊"], "dummy_term": ["交通", "动脉血", "管", "成形术"], "5_others_term": ["经皮"]}
颈动脉支架经皮置入术	00.6300	{"0_core_term": ["支架"], "1_region_term": ["颈动脉"], "dummy_term": ["术"], "5_others_term": ["经皮", "置入"]}
经皮颈动脉远端保护装置置入术	00.6300x005	{"1_region_term": ["颈动脉", "远端"], "dummy_term": ["保护装置", "术"], "5_others_term": ["经皮", "置入"]}
经皮颈动脉覆膜支架置入术	00.6300x006	{"1_region_term": ["颈动脉"], "dummy_term": ["覆膜"], "5_others_term": ["经皮", "支架置入术"]}
经皮颈动脉药物洗脱支架置入术	00.6300x007	{"0_core_term": ["药物"], "1_region_term": ["颈动脉"], "dummy_term": ["洗脱"], "5_others_term": ["经皮", "支架置入术"]}
脑保护伞下颈动脉支架置入术	00.6301	{"1_region_term": ["脑", "颈动脉"], "2_type_term": ["下"], "dummy_term": ["保护伞"], "5_others_term": ["支架置入术"]}
其他颅外动脉支架经皮置入	00.6400	{"0_core_term": ["支架"], "1_region_term": ["外动脉"], "dummy_term": ["其他", "颅"], "5_others_term": ["经皮", "置入"]}
经皮椎动脉支架置入术	00.6400x009	{"1_region_term": ["椎动脉"], "5_others_term": ["经皮", "支架置入术"]}
经皮颅外远端保护装置置入术	00.6400x012	{"1_region_term": ["颅外", "远端"], "dummy_term": ["保护装置", "术"], "5_others_term": ["经皮", "置入"]}
经皮椎动脉药物洗脱支架置入术	00.6400x013	{"0_core_term": ["药物"], "1_region_term": ["椎动脉"], "dummy_term": ["洗脱"], "5_others_term": ["经皮", "支架置入术"]}
经皮椎动脉非药物洗脱支架置入术	00.6401	{"0_core_term": ["药物"], "3_judge_term": ["非"], "dummy_term": ["洗脱"], "1_region_term": ["椎动脉"], "5_others_term": ["经皮", "支架置入术"]}
颅内血管支架经皮置入	00.6500	{"0_core_term": ["支架"], "1_region_term": ["颅内", "血管"], "5_others_term": ["经皮", "置入"]}
经皮大脑中动脉支架置入术	00.6500x006	{"1_region_term": ["大脑中", "动脉"], "5_others_term": ["经皮", "支架置入术"]}
经皮颅内动脉支架置入术	00.6500x008	{"1_region_term": ["颅内", "动脉"], "5_others_term": ["经皮", "支架置入术"]}
经皮颅内动脉远端保护装置置入术	00.6500x010	{"1_region_term": ["颅内", "动脉", "远端"], "dummy_term": ["保护装置", "术"], "5_others_term": ["经皮", "置入"]}
大脑中动脉支架经皮置入术	00.6501	{"0_core_term": ["支架"], "1_region_term": ["大脑中", "动脉"], "dummy_term": ["术"], "5_others_term": ["经皮", "置入"]}
基底动脉支架经皮置入术	00.6502	{"0_core_term": ["支架"], "1_region_term": ["基底动脉"], "dummy_term": ["术"], "5_others_term": ["经皮", "置入"]}
经皮冠状动脉腔内血管成形术[PTCA]	00.6600	{"0_core_term": ["PTCA"], "2_type_term": ["内"], "dummy_term": ["成形术"], "1_region_term": ["冠状动脉", "腔", "血管"], "5_others_term": ["经皮"]}
经皮冠状动脉球囊扩张成形术	00.6600x004	{"0_core_term": ["扩张"], "1_region_term": ["冠状动脉", "球囊"], "dummy_term": ["成形术"], "5_others_term": ["经皮"]}
经皮冠状动脉药物球囊扩张成形术	00.6600x008	{"0_core_term": ["药物", "扩张"], "1_region_term": ["冠状动脉", "球囊"], "dummy_term": ["成形术"], "5_others_term": ["经皮"]}
胸内动脉的血管内压力测量	00.6700	{"1_region_term": ["胸内", "动脉", "血管内"], "dummy_term": ["压力", "测量"], "5_others_term": ["的"]}
主动脉血管内压测定	00.6701	{"1_region_term": ["主动脉", "血管内"], "dummy_term": ["压", "测定"]}
周围动脉的血管内压力测量	00.6800	{"1_region_term": ["动脉", "血管内"], "dummy_term": ["压力", "测量"], "5_others_term": ["周围", "的"]}
肢体动脉压测量	00.6800x001	{"1_region_term": ["肢体", "动脉"], "dummy_term": ["压", "测量"]}
血管内压力测量，其他特指的和未特指的血管	00.6900	{"1_region_term": ["血管内", "血管"], "4_connect_term": ["和"], "dummy_term": ["压力", "测量", "其他", "特指", "未", "特指"], "5_others_term": ["的", "的"]}
血管内压力测量	00.6900x001	{"1_region_term": ["血管内"], "dummy_term": ["压力", "测量"]}
髂部血管血管内压力测量	00.6900x002	{"1_region_term": ["髂部", "血管", "血管内"], "dummy_term": ["压力", "测量"]}
腹内血管血管内压力测量	00.6900x003	{"1_region_term": ["血管", "血管内"], "dummy_term": ["腹内", "压力", "测量"]}
肠系膜血管血管内压力测量	00.6900x004	{"1_region_term": ["肠系膜", "血管", "血管内"], "dummy_term": ["压力", "测量"]}
肾血管内压力测量	00.6900x005	{"1_region_term": ["肾", "血管内"], "dummy_term": ["压力", "测量"]}
外周静脉内压力测量	00.6901	{"1_region_term": ["静脉"], "2_type_term": ["外周", "内"], "dummy_term": ["压力", "测量"]}
髋关节置换修复术，双髋臼和股骨成分	00.7000	{"1_region_term": ["髋关节", "双髋", "股骨"], "4_connect_term": ["和"], "dummy_term": ["置换", "术", "臼", "成分"], "5_others_term": ["修复"]}
全髋关节假体翻修术	00.7000x001	{"0_core_term": ["翻修"], "2_type_term": ["全"], "dummy_term": ["术"], "1_region_term": ["髋关节"], "5_others_term": ["假体"]}
髋关节置换修复术，髋臼成分	00.7100	{"1_region_term": ["髋关节", "髋臼"], "dummy_term": ["置换", "术", "成分"], "5_others_term": ["修复"]}
髋关节髋臼假体翻修术	00.7100x001	{"0_core_term": ["翻修"], "1_region_term": ["髋关节", "髋臼"], "dummy_term": ["术"], "5_others_term": ["假体"]}
髋关节置换修复术，股骨成分	00.7200	{"1_region_term": ["髋关节", "股骨"], "dummy_term": ["置换", "术", "成分"], "5_others_term": ["修复"]}
髋关节股骨假体翻修术	00.7200x001	{"0_core_term": ["翻修"], "1_region_term": ["髋关节", "股骨"], "dummy_term": ["术"], "5_others_term": ["假体"]}
人工股骨干和股骨头修复术	00.7201	{"1_region_term": ["股骨干", "股骨头"], "4_connect_term": ["和"], "dummy_term": ["人工", "术"], "5_others_term": ["修复"]}
髋关节修复术伴仅髋臼衬垫置换和（或）股骨头	00.7300	{"1_region_term": ["髋关节", "髋臼", "股骨头"], "4_connect_term": ["伴", "和", "或"], "dummy_term": ["术", "仅", "衬垫", "置换"], "5_others_term": ["修复"]}
髋关节髋臼衬垫和股骨头翻修术	00.7300x001	{"0_core_term": ["翻修"], "1_region_term": ["髋关节", "髋臼", "股骨头"], "4_connect_term": ["和"], "dummy_term": ["衬垫", "术"]}
髋关节髋臼衬垫翻修术	00.7300x002	{"0_core_term": ["翻修"], "1_region_term": ["髋关节", "髋臼"], "dummy_term": ["衬垫", "术"]}
髋关节股骨头翻修术	00.7300x003	{"0_core_term": ["翻修"], "1_region_term": ["髋关节", "股骨头"], "dummy_term": ["术"]}
人工股骨头修复术	00.7301	{"1_region_term": ["股骨头"], "dummy_term": ["人工", "术"], "5_others_term": ["修复"]}
髋轴面，金属与聚乙烯	00.7400	{"1_region_term": ["髋"], "dummy_term": ["轴面", "金属", "与", "聚乙烯"]}
髋轴面，金属与金属	00.7500	{"1_region_term": ["髋"], "dummy_term": ["轴面", "金属", "与", "金属"]}
髋轴面，陶瓷与陶瓷	00.7600	{"1_region_term": ["髋"], "dummy_term": ["轴面", "陶瓷", "与", "陶瓷"]}
黑金股骨头	00.7601	{"1_region_term": ["股骨头"], "dummy_term": ["黑金"]}
髋轴面，陶瓷与聚乙烯	00.7700	{"1_region_term": ["髋"], "dummy_term": ["轴面", "陶瓷", "与", "聚乙烯"]}
髋轴面，陶瓷与金属	00.7800	{"1_region_term": ["髋"], "dummy_term": ["轴面", "陶瓷", "与", "金属"]}
膝关节置换修复术，全部（所有成分）	00.8000	{"1_region_term": ["膝关节"], "dummy_term": ["置换", "术", "全部", "所有", "成分"], "5_others_term": ["修复"]}
全膝关节假体翻修术	00.8000x001	{"0_core_term": ["翻修"], "2_type_term": ["全"], "dummy_term": ["术"], "1_region_term": ["膝关节"], "5_others_term": ["假体"]}
