胰腺切开取石术	52.09001	{"1_region_term": ["胰腺"], "2_operation_term": ["切开取石术"]}
直视下脑膜活检术	01.12001	{"1_region_term": ["脑膜"], "2_operation_term": ["活检术"], "0_approach_term": ["直视下"]}
输精管病损切除术	63.73003	{"1_region_term": ["输精管"], "2_operation_term": ["病损切除术"]}
耳廓支架置入术	18.71007	{"1_region_term": ["耳廓"], "2_operation_term": ["支架置入术"]}
自杀风险评估	94.11003	{"2_operation_term": ["评估"], "5_others_term": ["自杀风险"]}
经皮肾镜输尿管活检术	56.33003	{"1_region_term": ["输尿管"], "2_operation_term": ["活检术"], "0_approach_term": ["经皮肾镜"]}
乳头缩小术	85.87003	{"1_region_term": ["乳头"], "2_operation_term": ["缩小术"]}
青光眼阀修复调位术	12.67006	{"2_operation_term": ["修复调位术"], "4_implant_term": ["青光眼阀"]}
鼓室交感神经切除术	20.91001	{"1_region_term": ["鼓室", "交感神经"], "2_operation_term": ["切除术"]}
颈内静脉结扎术	38.82005	{"dummy_term": ["颈内"], "2_operation_term": ["静脉结扎术"]}
月经不调推拿治疗	17.922B0	{"2_operation_term": ["推拿治疗"], "3_disease_term": ["月经不调"]}
腹部血管CT显像	88.01002	{"1_region_term": ["腹部血管"], "2_operation_term": ["CT显像"]}
前臂肌腱移位术	83.75003	{"1_region_term": ["前臂肌腱"], "2_operation_term": ["移位术"]}
陶瓷-陶瓷髋关节置换	00.76001	{"1_region_term": ["髋关节"], "dummy_term": ["-"], "2_operation_term": ["置换"], "5_others_term": ["陶瓷", "陶瓷"]}
腔镜下腰交感神经切除术	05.23001	{"1_region_term": ["腰交感神经"], "2_operation_term": ["切除术"], "0_approach_term": ["腔镜下"]}
经尿道前列腺射频消融术	60.97001	{"1_region_term": ["前列腺"], "2_operation_term": ["射频消融术"], "0_approach_term": ["经尿道"]}
肠插管减压	96.08001	{"1_region_term": ["肠"], "2_operation_term": ["插管减压"]}
肋骨骨折切开复位钢板内固定术	79.39049	{"1_region_term": ["肋骨"], "4_implant_term": ["钢板"], "2_operation_term": ["切开复位", "内固定术"], "3_disease_term": ["骨折"]}
直肠导管置换	96.09002	{"1_region_term": ["直肠"], "2_operation_term": ["导管置换"]}
眶内壁重建术	16.89002	{"1_region_term": ["眶内壁"], "2_operation_term": ["重建术"]}
经阴道膀胱-阴道瘘修补术	57.84005	{"1_region_term": ["膀胱", "阴道"], "dummy_term": ["-"], "0_approach_term": ["经阴道"], "2_operation_term": ["修补术"], "3_disease_term": ["瘘"]}
术中胆管造影	87.53001	{"1_region_term": ["胆管"], "2_operation_term": ["造影"], "3_disease_term": ["术中"]}
肩关节喙突截骨移位固定术[Latajet手术]	81.23002	{"1_region_term": ["肩关节喙突"], "dummy_term": ["[", "]"], "2_operation_term": ["截骨移位固定术", "Latajet手术"]}
异位甲状腺切除术	06.39009	{"1_region_term": ["异位甲状腺"], "2_operation_term": ["切除术"]}
泪点切开术	09.51001	{"1_region_term": ["泪点"], "2_operation_term": ["切开术"]}
阴道前壁修补术伴生物补片植入	70.54001	{"1_region_term": ["阴道前壁"], "dummy_term": ["伴"], "2_operation_term": ["修补术", "植入"], "4_implant_term": ["生物补片"]}
肝胆管切除术	51.69008	{"1_region_term": ["肝胆管"], "2_operation_term": ["切除术"]}
经皮左心室辅助装置置入术[LVAD置入术]	37.65001	{"1_region_term": ["左心室"], "dummy_term": ["[", "LVAD", "]"], "0_approach_term": ["经皮"], "2_operation_term": ["置入术", "置入术"], "4_implant_term": ["辅助装置"]}
酒精康复疗法	94.61001	{"2_operation_term": ["康复疗法"], "5_others_term": ["酒精"]}
子宫颈近期产科裂伤修补术	75.51001	{"1_region_term": ["子宫颈"], "2_operation_term": ["近期产科裂伤", "修补术"]}
阴道陈旧性产科裂伤修补术	70.79004	{"1_region_term": ["阴道"], "2_operation_term": ["修补术"], "3_disease_term": ["陈旧性产科裂伤"]}
指神经切断术	04.03007	{"1_region_term": ["指神经"], "2_operation_term": ["切断术"]}
配镜	95.31001	{"2_operation_term": ["配镜"]}
腹股沟淋巴结切除术	40.24002	{"1_region_term": ["腹股沟淋巴结"], "2_operation_term": ["切除术"]}
经皮睾丸活检	62.11001	{"1_region_term": ["睾丸"], "2_operation_term": ["活检"], "0_approach_term": ["经皮"]}
诵读训练	93.71001	{"2_operation_term": ["训练"], "5_others_term": ["诵读"]}
骶丛神经缝合术	04.3 015	{"1_region_term": ["骶丛神经"], "2_operation_term": ["缝合术"]}
贺氏三通治疗	17.912B0	{"2_operation_term": ["贺氏三通治疗"]}
面部皮肤提升术	86.82003	{"1_region_term": ["面部皮肤"], "2_operation_term": ["提升术"]}
单侧乳房根治性切除伴同侧腋窝前哨淋巴结活检术	85.45001	{"1_region_term": ["单侧乳房"], "2_operation_term": ["根治性切除伴同侧腋窝前哨淋巴结活检术"]}
踝关节镜下游离体取出术	80.17003	{"0_approach_term": ["踝关节镜下"], "2_operation_term": ["取出术"], "3_disease_term": ["游离体"]}
肱骨开放性骨折清创术	79.61001	{"1_region_term": ["肱骨"], "2_operation_term": ["清创术"], "3_disease_term": ["开放性骨折"]}
直视下肝活检术	50.12001	{"1_region_term": ["肝"], "2_operation_term": ["活检术"], "0_approach_term": ["直视下"]}
腔镜下双侧甲状腺全部切除术	06.4 005	{"1_region_term": ["双侧甲状腺"], "2_operation_term": ["全部切除术"], "0_approach_term": ["腔镜下"]}
集体心理治疗	94.44001	{"dummy_term": ["集体", "心理治疗"]}
并趾矫正术	86.85004	{"1_region_term": ["并趾"], "2_operation_term": ["矫正术"]}
残余喉切除术	31.98001	{"1_region_term": ["喉"], "2_operation_term": ["切除术"], "3_disease_term": ["残余"]}
踝关节修补术	81.49001	{"1_region_term": ["踝关节"], "2_operation_term": ["修补术"]}
腹腔镜下双侧输卵管结扎术	66.21002	{"1_region_term": ["双侧输卵管"], "2_operation_term": ["结扎术"], "0_approach_term": ["腹腔镜下"]}
上肢静脉非药物洗脱支架置入术	39.90032	{"1_region_term": ["上肢静脉"], "2_operation_term": ["置入术"], "4_implant_term": ["非药物洗脱支架"]}
头部治疗性装置去除	97.39002	{"1_region_term": ["头部"], "dummy_term": ["去", "除"], "4_implant_term": ["治疗性装置"]}
带刃针疗法	17.96200	{"2_operation_term": ["带刃针疗法"]}
经皮颅内血管支架置入术	00.65009	{"1_region_term": ["颅内血管"], "2_operation_term": ["支架置入术"], "0_approach_term": ["经皮"]}
颈椎后路双开门椎管减压术	03.09004	{"1_region_term": ["颈椎"], "2_operation_term": ["椎管减压术"], "0_approach_term": ["后路双开门"]}
单侧肾上腺区探查术	07.01001	{"1_region_term": ["单侧肾上腺区"], "2_operation_term": ["探查术"]}
胸壁缺损修补术(自体材料)	34.79004	{"1_region_term": ["胸壁"], "dummy_term": ["(", ")"], "2_operation_term": ["缺损修补术"], "5_others_term": ["自体材料"]}
肠造口脱垂手法复位	96.28001	{"1_region_term": ["肠造口"], "dummy_term": ["手法"], "2_operation_term": ["复位"], "3_disease_term": ["脱垂"]}
经阴道妊娠子宫超声检查	88.78002	{"1_region_term": ["妊娠子宫"], "2_operation_term": ["超声检查"], "0_approach_term": ["经阴道"]}
主动脉弓造影	88.42003	{"1_region_term": ["主动脉弓"], "2_operation_term": ["造影"]}
肛门皮肤和皮下组织非切除性清创	49.39016	{"1_region_term": ["肛门皮肤和皮下组织"], "2_operation_term": ["非切除性清创"]}
交感神经节活检术	05.11002	{"1_region_term": ["交感神经节"], "2_operation_term": ["活检术"]}
虹膜前房角粘连松解术	12.31001	{"1_region_term": ["虹膜前房角"], "2_operation_term": ["粘连松解术"]}
运动范围试验	93.05001	{"2_operation_term": ["试验"], "5_others_term": ["运动范围"]}
额鼻管扩张	96.21001	{"1_region_term": ["额鼻管"], "3_disease_term": ["扩张"]}
双侧双向肺动脉-上腔静脉分流术[双侧双向Glenn手术]	39.21005	{"1_region_term": ["肺动脉", "上腔静脉"], "dummy_term": ["双向", "-", "[", "双向", "Glenn", "]"], "2_operation_term": ["分流术", "手术"], "5_others_term": ["双侧", "双侧"]}
鼻-咽瘘管切除术	21.82003	{"1_region_term": ["鼻", "咽", "瘘管"], "dummy_term": ["-"], "2_operation_term": ["切除术"]}
腹腔镜下腹膜后淋巴结清扫术	40.59010	{"1_region_term": ["腹膜后淋巴结"], "2_operation_term": ["清扫术"], "0_approach_term": ["腹腔镜下"]}
肋骨植骨术	78.01001	{"1_region_term": ["肋骨"], "2_operation_term": ["植骨术"]}
胎儿镜下胎盘交通血管激光凝固术	75.36002	{"1_region_term": ["胎盘交通血管"], "2_operation_term": ["激光凝固术"], "0_approach_term": ["胎儿镜下"]}
暂时性胃造口术	43.19005	{"1_region_term": ["胃"], "2_operation_term": ["造口术"], "5_others_term": ["暂时性"]}
腹腔镜下子宫颈病损切除术	67.39014	{"1_region_term": ["子宫颈"], "2_operation_term": ["病损切除术"], "0_approach_term": ["腹腔镜下"]}
结肠病损激光烧灼术	45.49005	{"1_region_term": ["结肠"], "2_operation_term": ["激光烧灼术"], "3_disease_term": ["病损"]}
腕关节成形术伴植入	81.74001	{"1_region_term": ["腕关节"], "2_operation_term": ["成形术伴植入"]}
经尿道前列腺切除术[TURP手术]	60.29002	{"1_region_term": ["前列腺"], "dummy_term": ["[", "TURP", "]"], "2_operation_term": ["切除术", "手术"], "0_approach_term": ["经尿道"]}
项韧带病损切除术	80.89004	{"1_region_term": ["项韧带"], "2_operation_term": ["病损切除术"]}
凝血因子输入	99.06001	{"2_operation_term": ["输入"], "5_others_term": ["凝血因子"]}
胃大部切除伴胃-十二指肠吻合术[Billroth Ⅰ式手术]	43.6 001	{"1_region_term": ["胃", "胃", "十二指肠"], "dummy_term": ["大部", "伴", "-", "[", "Billroth", "Ⅰ", "式", "]"], "2_operation_term": ["切除", "吻合术", "手术"]}
腕关节镜下韧带重建术	81.93004	{"1_region_term": ["腕关节镜下韧带"], "2_operation_term": ["重建术"]}
畸形足松解术	83.84002	{"2_operation_term": ["松解术"], "3_disease_term": ["畸形足"]}
心房折叠术	37.49004	{"1_region_term": ["心房"], "2_operation_term": ["折叠术"]}
副腮腺病损切除术	26.29019	{"1_region_term": ["副腮腺"], "2_operation_term": ["病损切除术"]}
腹腔镜下胆总管取石术	51.88003	{"1_region_term": ["胆总管"], "2_operation_term": ["取石术"], "0_approach_term": ["腹腔镜下"]}
乙状结肠肌切开术	46.91001	{"1_region_term": ["乙状结肠肌"], "2_operation_term": ["切开术"]}
椎骨外固定架固定术	78.19004	{"1_region_term": ["椎骨外"], "2_operation_term": ["固定架固定术"]}
跖骨截骨术	77.28002	{"1_region_term": ["跖骨"], "2_operation_term": ["截骨术"]}
胸壁修补术	34.79001	{"1_region_term": ["胸壁"], "2_operation_term": ["修补术"]}
前房注液术	12.92003	{"1_region_term": ["前房"], "2_operation_term": ["注液术"]}
股动脉-腘动脉搭桥术	39.29008	{"1_region_term": ["股动脉", "腘动脉"], "dummy_term": ["-"], "2_operation_term": ["搭桥术"]}
宫腔镜下子宫活检	68.16002	{"1_region_term": ["子宫"], "2_operation_term": ["活检"], "0_approach_term": ["宫腔镜下"]}
大网膜内移植术	54.74004	{"1_region_term": ["大网膜内"], "2_operation_term": ["移植术"]}
腹腔镜下输卵管妊娠物切开去除术	66.01001	{"1_region_term": ["输卵管"], "5_others_term": ["妊娠物"], "2_operation_term": ["切开去除术"], "0_approach_term": ["腹腔镜下"]}
尿道病损切除术	58.39003	{"1_region_term": ["尿道"], "2_operation_term": ["病损切除术"]}
结肠镜下结肠病损电凝术	45.43008	{"1_region_term": ["结肠"], "0_approach_term": ["结肠镜下"], "2_operation_term": ["电凝术"], "3_disease_term": ["病损"]}
腹壁白线疝修补术	53.59001	{"1_region_term": ["腹壁"], "2_operation_term": ["修补术"], "3_disease_term": ["白线疝"]}
盲文阅读训练	93.77001	{"2_operation_term": ["训练"], "5_others_term": ["盲文阅读"]}
前臂X线检查	88.22002	{"1_region_term": ["前臂"], "2_operation_term": ["X线检查"]}
膈肌折叠术	53.81001	{"1_region_term": ["膈肌"], "2_operation_term": ["折叠术"]}
内镜下胆道内支架成形术	51.87001	{"1_region_term": ["胆道内"], "0_approach_term": ["内镜下"], "2_operation_term": ["成形术"], "4_implant_term": ["支架"]}
肱动脉结扎术	38.83002	{"1_region_term": ["肱动脉"], "2_operation_term": ["结扎术"]}
硬脑膜缝合术	02.11001	{"1_region_term": ["硬脑膜"], "2_operation_term": ["缝合术"]}
腓神经缝合术	04.3 008	{"1_region_term": ["腓神经"], "2_operation_term": ["缝合术"]}
腰椎脱位切开复位术	79.89007	{"1_region_term": ["腰椎"], "2_operation_term": ["脱位切开复位术"]}
掌骨死骨去除术	77.04002	{"1_region_term": ["掌骨"], "2_operation_term": ["死骨去除术"]}
腹腔镜辅助经阴道始基子宫切除术	68.51004	{"1_region_term": ["始基子宫"], "2_operation_term": ["切除术"], "0_approach_term": ["腹腔镜辅助经阴道"]}
骨折超关节夹板外固定术	17.97330	{"1_region_term": ["骨折超关节"], "2_operation_term": ["夹板外固定术"]}
指骨植骨术	78.09005	{"1_region_term": ["指骨"], "2_operation_term": ["植骨术"]}
空肠切除术	45.62004	{"1_region_term": ["空肠"], "2_operation_term": ["切除术"]}
腹腔镜检查	54.21001	{"dummy_term": ["腹腔镜"], "2_operation_term": ["检查"]}
腹腔镜下脾囊肿开窗术	41.99001	{"1_region_term": ["脾"], "0_approach_term": ["腹腔镜下"], "2_operation_term": ["开窗术"], "3_disease_term": ["囊肿"]}
肩锁关节脱位切开复位内固定术	79.81006	{"1_region_term": ["肩锁关节"], "2_operation_term": ["切开复位内固定术"], "3_disease_term": ["脱位"]}
股骨外固定架去除术	78.65002	{"1_region_term": ["股骨外"], "2_operation_term": ["去除术"], "4_implant_term": ["固定架"]}
趾关节脱位闭合复位术	79.78002	{"1_region_term": ["趾关节"], "2_operation_term": ["脱位闭合复位术"]}
经皮胆管引流术	51.98009	{"1_region_term": ["胆管"], "2_operation_term": ["引流术"], "0_approach_term": ["经皮"]}
双向肺动脉-上腔静脉分流术[双向Glenn手术]	39.21004	{"1_region_term": ["肺动脉", "上腔静脉"], "dummy_term": ["双向", "-", "[", "双向", "Glenn", "]"], "2_operation_term": ["分流术", "手术"]}
鼻饲	96.35001	{"2_operation_term": ["鼻饲"]}
肺彩色超声检查	88.73004	{"1_region_term": ["肺彩色"], "2_operation_term": ["超声检查"]}
手指离断术	84.01004	{"1_region_term": ["手指"], "2_operation_term": ["离断术"]}
卵巢粘连松解术	65.89002	{"1_region_term": ["卵巢"], "2_operation_term": ["粘连松解术"]}
指关节骨折闭合复位术(腕掌关节、掌指关节、指间关节)	79.04004	{"1_region_term": ["指关节", "腕掌关节", "掌指关节", "指间关节"], "dummy_term": ["(", ",", ",", ")"], "2_operation_term": ["闭合复位术"], "3_disease_term": ["骨折"]}
输尿管裂伤缝合术	56.82001	{"1_region_term": ["输尿管"], "2_operation_term": ["缝合术"], "3_disease_term": ["裂伤"]}
眼睑内翻缝合术	08.42001	{"1_region_term": ["眼睑"], "2_operation_term": ["缝合术"], "3_disease_term": ["内翻"]}
静脉输注泵置入	86.06005	{"2_operation_term": ["置入"], "4_implant_term": ["静脉输注泵"]}
经颈静脉肝内门静脉-体静脉分流术[TIPS手术]	39.1 003	{"1_region_term": ["肝内", "门静脉", "体静脉"], "dummy_term": ["-", "[", "TIPS", "]"], "2_operation_term": ["分流术", "手术"], "0_approach_term": ["经颈静脉"]}
腮腺导管再通术	26.99001	{"1_region_term": ["腮腺导管"], "2_operation_term": ["再通术"]}
下肢关节囊缝合术	81.95003	{"1_region_term": ["下肢关节囊"], "2_operation_term": ["缝合术"]}
左室流出道补片修补术	35.81007	{"1_region_term": ["左室流出道"], "2_operation_term": ["修补术"], "5_others_term": ["补片"]}
单侧乳房切除伴同侧腋窝淋巴结活检术	85.43003	{"1_region_term": ["单侧乳房"], "2_operation_term": ["切除伴同侧腋窝淋巴结活检术"]}
胫骨开放性骨折清创术	79.66001	{"1_region_term": ["胫骨"], "2_operation_term": ["清创术"], "3_disease_term": ["开放性骨折"]}
肘关节脱位切开复位术	79.82002	{"1_region_term": ["肘关节"], "2_operation_term": ["脱位切开复位术"]}
自体血回输	99.02001	{"2_operation_term": ["自体血回输"]}
锁骨下静脉球囊扩张成形术	39.50013	{"1_region_term": ["锁骨下静脉"], "2_operation_term": ["球囊扩张成形术"]}
歪鼻鼻成形术	21.84006	{"1_region_term": ["鼻"], "2_operation_term": ["成形术"], "3_disease_term": ["歪鼻"]}
颌骨外固定去除	97.36002	{"1_region_term": ["颌骨"], "dummy_term": ["去", "除"], "5_others_term": ["外固定"]}
后入路胸腰椎翻修术	81.35002	{"1_region_term": ["胸腰椎"], "2_operation_term": ["翻修术"], "0_approach_term": ["后入路"]}
肾周围淋巴管剥脱术	59.02007	{"1_region_term": ["肾周围淋巴管"], "2_operation_term": ["剥脱术"]}
角膜裂伤缝合术	11.51001	{"1_region_term": ["角膜"], "2_operation_term": ["缝合术"], "3_disease_term": ["裂伤"]}
股骨内固定物取出术	78.65001	{"1_region_term": ["股骨内"], "2_operation_term": ["取出术"], "4_implant_term": ["固定物"]}
腹腔镜下十二指肠造口术	46.39006	{"1_region_term": ["十二指肠"], "2_operation_term": ["造口术"], "0_approach_term": ["腹腔镜下"]}
眼病损切除术	16.93002	{"1_region_term": ["眼"], "2_operation_term": ["病损切除术"]}
阻生齿拔除术不伴翻瓣	23.19007	{"1_region_term": ["阻生齿"], "2_operation_term": ["拔除术不伴翻瓣"]}
前列腺结石切除术	60.0 005	{"1_region_term": ["前列腺"], "2_operation_term": ["结石切除术"]}
跗管松解术	04.44002	{"1_region_term": ["跗管"], "2_operation_term": ["松解术"]}
颈丛神经探查术	04.04027	{"1_region_term": ["颈丛神经"], "2_operation_term": ["探查术"]}
环状软骨-舌骨固定术(次全喉切除)	30.29011	{"1_region_term": ["环状软骨", "舌骨", "次全喉"], "dummy_term": ["-", "(", ")"], "2_operation_term": ["固定术", "切除"]}
右心室双腔心矫治术	37.49011	{"1_region_term": ["右心室双腔心"], "2_operation_term": ["矫治术"]}
胆-肠吻合口切开取石术	51.49001	{"1_region_term": ["肠"], "dummy_term": ["胆", "-", "吻合", "口"], "2_operation_term": ["切开取石术"]}
会阴产科裂伤缝合术	75.69001	{"1_region_term": ["会阴"], "2_operation_term": ["缝合术"], "3_disease_term": ["产科裂伤"]}
眼睑内翻睑轮匝肌重叠修补术	08.42003	{"1_region_term": ["眼睑"], "2_operation_term": ["睑轮匝肌重叠修补术"], "3_disease_term": ["内翻"]}
碳纤维脊椎融合物置入术	84.51002	{"1_region_term": ["脊椎"], "5_others_term": ["碳纤维"], "2_operation_term": ["置入术"], "4_implant_term": ["融合物"]}
肠造口冲洗	96.36002	{"1_region_term": ["肠造口"], "2_operation_term": ["冲洗"]}
腹腔镜下胆囊病损切除术	51.04010	{"1_region_term": ["胆囊"], "2_operation_term": ["病损切除术"], "0_approach_term": ["腹腔镜下"]}
经皮颈动脉支架置入术	00.63004	{"1_region_term": ["颈动脉"], "2_operation_term": ["支架置入术"], "0_approach_term": ["经皮"]}
后入路玻璃体切割术	14.74001	{"1_region_term": ["玻璃体"], "2_operation_term": ["切割术"], "0_approach_term": ["后入路"]}
子宫颈陈旧性产科裂伤修补术	67.69001	{"1_region_term": ["子宫颈"], "2_operation_term": ["修补术"], "3_disease_term": ["陈旧性产科裂伤"]}
腹腔镜下残留输卵管-卵巢切除术	65.64001	{"1_region_term": ["残留输卵管", "卵巢"], "dummy_term": ["-"], "2_operation_term": ["切除术"], "0_approach_term": ["腹腔镜下"]}
宫内避孕器置入术	69.7 001	{"2_operation_term": ["置入术"], "5_others_term": ["宫内避孕器"]}
胆管切开取石术	51.49002	{"1_region_term": ["胆管切开"], "2_operation_term": ["取石术"]}
线形颅骨切除术	02.01002	{"1_region_term": ["颅骨"], "2_operation_term": ["切除术"], "3_disease_term": ["线形"]}
肛门括约肌修补术	49.79005	{"1_region_term": ["肛门括约肌"], "2_operation_term": ["修补术"]}
周围神经移植术	04.5 016	{"1_region_term": ["周围神经"], "2_operation_term": ["移植术"]}
心包穿刺术	37.0 001	{"1_region_term": ["心包"], "2_operation_term": ["穿刺术"]}
全喉切除伴根治性淋巴结清扫术	30.4 002	{"1_region_term": ["全喉"], "dummy_term": ["伴"], "2_operation_term": ["切除", "根治性淋巴结清扫术"]}
胆管-肝管-空肠吻合术	51.39001	{"1_region_term": ["胆管", "肝管", "空肠"], "dummy_term": ["-", "-"], "2_operation_term": ["吻合术"]}
胸腺扩大切除术	07.82002	{"1_region_term": ["胸腺"], "2_operation_term": ["扩大切除术"]}
髌骨骨折闭合复位空心钉内固定术	79.19005	{"1_region_term": ["髌骨"], "4_implant_term": ["空心钉"], "2_operation_term": ["闭合复位", "内固定术"], "3_disease_term": ["骨折"]}
股骨骨折切开复位钢针内固定术	79.35019	{"1_region_term": ["股骨"], "4_implant_term": ["钢针"], "2_operation_term": ["切开复位", "内固定术"], "3_disease_term": ["骨折"]}
胃镜下胃-肠吻合口扩张术	44.22001	{"1_region_term": ["胃", "肠"], "dummy_term": ["-"], "2_operation_term": ["吻合口扩张术"], "0_approach_term": ["胃镜下"]}
奇静脉结扎术	38.85016	{"dummy_term": ["奇"], "2_operation_term": ["静脉结扎术"]}
视网膜脱离复位术	14.53002	{"1_region_term": ["视网膜"], "2_operation_term": ["复位术"], "3_disease_term": ["脱离"]}
胫神经肌支切断术	04.03004	{"1_region_term": ["胫神经肌支"], "2_operation_term": ["切断术"]}
盲肠瘘修补术	46.76003	{"1_region_term": ["盲肠"], "2_operation_term": ["修补术"], "3_disease_term": ["瘘"]}
小肠折叠术[Noble手术]	46.62001	{"1_region_term": ["小肠"], "dummy_term": ["[", "]"], "2_operation_term": ["折叠术", "Noble手术"]}
脊椎骨折修补术	03.53002	{"dummy_term": ["脊椎骨", "折"], "2_operation_term": ["修补术"]}
腹腔镜下泡状附件电灼术	66.61002	{"1_region_term": ["泡状附件"], "2_operation_term": ["电灼术"], "0_approach_term": ["腹腔镜下"]}
直视下胆管活检术	51.13002	{"1_region_term": ["胆管"], "2_operation_term": ["活检术"], "0_approach_term": ["直视下"]}
食管-贲门成形术	44.65001	{"1_region_term": ["食管", "贲门"], "dummy_term": ["-"], "2_operation_term": ["成形术"]}
经皮腹主动脉取栓术	39.79031	{"1_region_term": ["腹主动脉"], "2_operation_term": ["取栓术"], "0_approach_term": ["经皮"]}
气管节段切除术	31.5 012	{"1_region_term": ["气管节段"], "2_operation_term": ["切除术"]}
结膜穹窿口唇黏膜移植重建术	10.42003	{"1_region_term": ["结膜穹窿口唇黏膜移植"], "2_operation_term": ["重建术"]}
肛门括约肌成形术	49.79003	{"1_region_term": ["肛门括约肌"], "2_operation_term": ["成形术"]}
外耳病损烧灼术	18.29012	{"1_region_term": ["外耳"], "2_operation_term": ["烧灼术"], "3_disease_term": ["病损"]}
直肠-乙状结肠镜下直肠息肉切除术	48.36001	{"1_region_term": ["直肠", "直肠"], "dummy_term": ["-", "乙状结肠镜", "下"], "2_operation_term": ["切除术"], "3_disease_term": ["息肉"]}
可充电单列神经刺激脉冲发生器置入术	86.97001	{"2_operation_term": ["置入术"], "4_implant_term": ["可充电单列神经刺激脉冲发生器"]}
尺骨折骨术	78.73001	{"1_region_term": ["尺骨"], "2_operation_term": ["折骨术"]}
桡骨病损切除术	77.63003	{"1_region_term": ["桡骨"], "2_operation_term": ["病损切除术"]}
盆腔病损切除术	54.4 035	{"1_region_term": ["盆腔"], "2_operation_term": ["病损切除术"]}
踝关节活检	80.37001	{"1_region_term": ["踝关节"], "2_operation_term": ["活检"]}
肋间动脉修补术	39.31006	{"1_region_term": ["肋间动脉"], "2_operation_term": ["修补术"]}
回肠-乙状结肠吻合术	45.93007	{"1_region_term": ["回肠", "乙状结肠"], "dummy_term": ["-"], "2_operation_term": ["吻合术"]}
脾修补术	41.95001	{"1_region_term": ["脾"], "2_operation_term": ["修补术"]}
腹壁脓肿切开引流术	54.0 004	{"1_region_term": ["腹壁"], "2_operation_term": ["切开引流术"], "3_disease_term": ["脓肿"]}
尺神经缝合术	04.3 002	{"1_region_term": ["尺神经"], "2_operation_term": ["缝合术"]}
睫状体缝合术	12.98001	{"1_region_term": ["睫状体"], "2_operation_term": ["缝合术"]}
肢体动脉压测量	00.68001	{"1_region_term": ["肢体动脉"], "dummy_term": ["压"], "2_operation_term": ["测量"]}
臂丛神经上、中、下干缝合术	04.3 012	{"1_region_term": ["臂丛神经"], "dummy_term": ["上", ",", ",", "下", "干"], "2_operation_term": ["缝合术"], "5_others_term": ["中"]}
桡骨钢针内固定术	78.53006	{"1_region_term": ["桡骨"], "2_operation_term": ["内固定术"], "4_implant_term": ["钢针"]}
胆总管瘘修补术	51.72003	{"1_region_term": ["胆总管"], "2_operation_term": ["修补术"], "3_disease_term": ["瘘"]}
肱骨骨折切开复位术	79.21001	{"1_region_term": ["肱骨"], "2_operation_term": ["切开复位术"], "3_disease_term": ["骨折"]}
腰疝修补术	53.9 012	{"1_region_term": ["腰"], "2_operation_term": ["修补术"], "3_disease_term": ["疝"]}
迷走肾血管再植术	39.55001	{"1_region_term": ["迷走肾血管"], "2_operation_term": ["再植术"]}
阴囊切开引流术	61.0 002	{"1_region_term": ["阴囊"], "2_operation_term": ["切开引流术"]}
腹膜后淋巴结清扫术	40.59008	{"1_region_term": ["腹膜后淋巴结"], "2_operation_term": ["清扫术"]}
胸骨内固定物取出术	78.61003	{"1_region_term": ["胸骨内"], "2_operation_term": ["取出术"], "4_implant_term": ["固定物"]}
睫状体冷冻术	12.72001	{"1_region_term": ["睫状体"], "2_operation_term": ["冷冻术"]}
